n_cells,seed,dist,metric,method
20,6,0.1111111111111111,rf_distance,snj
20,6,0.05380116959064327,quartet_distance,snj
20,6,0.03759398496240601,triplet_distance,snj
20,6,0.0,rootsplit_distance,snj
20,6,0.1111111111111111,transfer_distance,snj
20,6,0.1111111111111111,rf_distance,fastme
20,6,0.008688387635756056,quartet_distance,fastme
20,6,0.002255639097744361,triplet_distance,fastme
20,6,0.0,rootsplit_distance,fastme
20,6,0.1111111111111111,transfer_distance,fastme
20,6,0.0,rf_distance,anj
20,6,0.0,quartet_distance,anj
20,6,0.0,triplet_distance,anj
20,6,0.0,rootsplit_distance,anj
20,6,0.0,transfer_distance,anj
20,7,0.05555555555555555,rf_distance,nj
20,7,0.010025062656641603,quartet_distance,nj
20,7,0.0030075187969924814,triplet_distance,nj
20,7,0.0,rootsplit_distance,nj
20,7,0.05555555555555555,transfer_distance,nj
20,7,0.1111111111111111,rf_distance,dlca_nj
20,7,0.020718462823725983,quartet_distance,dlca_nj
20,7,0.006015037593984963,triplet_distance,dlca_nj
20,7,0.0,rootsplit_distance,dlca_nj
20,7,0.1111111111111111,transfer_distance,dlca_nj
20,7,0.1111111111111111,rf_distance,srnj1
20,7,0.020718462823725983,quartet_distance,srnj1
20,7,0.006015037593984963,triplet_distance,srnj1
20,7,0.0,rootsplit_distance,srnj1
20,7,0.1111111111111111,transfer_distance,srnj1
20,7,0.1111111111111111,rf_distance,srnj
20,7,0.020718462823725983,quartet_distance,srnj
20,7,0.006015037593984963,triplet_distance,srnj
20,7,0.0,rootsplit_distance,srnj
20,7,0.1111111111111111,transfer_distance,srnj
20,7,0.05555555555555555,rf_distance,srnj_maxlca
20,7,0.010025062656641603,quartet_distance,srnj_maxlca
20,7,0.0030075187969924814,triplet_distance,srnj_maxlca
20,7,0.0,rootsplit_distance,srnj_maxlca
20,7,0.05555555555555555,transfer_distance,srnj_maxlca
20,7,0.16666666666666666,rf_distance,snj
20,7,0.028738512949039265,quartet_distance,snj
20,7,0.008270676691729323,triplet_distance,snj
20,7,0.0,rootsplit_distance,snj
20,7,0.16666666666666666,transfer_distance,snj
20,7,0.05555555555555555,rf_distance,fastme
20,7,0.010025062656641603,quartet_distance,fastme
20,7,0.0030075187969924814,triplet_distance,fastme
20,7,0.0,rootsplit_distance,fastme
20,7,0.05555555555555555,transfer_distance,fastme
20,7,0.1111111111111111,rf_distance,anj
20,7,0.025730994152046785,quartet_distance,anj
20,7,0.007518796992481203,triplet_distance,anj
20,7,0.0,rootsplit_distance,anj
20,7,0.1111111111111111,transfer_distance,anj
20,8,0.1111111111111111,rf_distance,nj
20,8,0.07518796992481203,quartet_distance,nj
20,8,0.06390977443609022,triplet_distance,nj
20,8,0.0,rootsplit_distance,nj
20,8,0.1111111111111111,transfer_distance,nj
20,8,0.2777777777777778,rf_distance,dlca_nj
20,8,0.12030075187969924,quartet_distance,dlca_nj
20,8,0.0443609022556391,triplet_distance,dlca_nj
20,8,0.0,rootsplit_distance,dlca_nj
20,8,0.3888888888888889,transfer_distance,dlca_nj
20,8,0.3333333333333333,rf_distance,srnj1
20,8,0.12531328320802004,quartet_distance,srnj1
20,8,0.04586466165413534,triplet_distance,srnj1
20,8,0.0,rootsplit_distance,srnj1
20,8,0.4444444444444444,transfer_distance,srnj1
20,8,0.2777777777777778,rf_distance,srnj
20,8,0.11695906432748537,quartet_distance,srnj
20,8,0.0443609022556391,triplet_distance,srnj
20,8,0.0,rootsplit_distance,srnj
20,8,0.3888888888888889,transfer_distance,srnj
20,8,0.16666666666666666,rf_distance,srnj_maxlca
20,8,0.11762740183792815,quartet_distance,srnj_maxlca
20,8,0.045112781954887216,triplet_distance,srnj_maxlca
20,8,0.0,rootsplit_distance,srnj_maxlca
20,8,0.2777777777777778,transfer_distance,srnj_maxlca
20,8,0.1111111111111111,rf_distance,snj
20,8,0.07786131996658313,quartet_distance,snj
20,8,0.03759398496240601,triplet_distance,snj
20,8,0.0,rootsplit_distance,snj
20,8,0.16666666666666666,transfer_distance,snj
20,8,0.1111111111111111,rf_distance,fastme
20,8,0.07518796992481203,quartet_distance,fastme
20,8,0.06390977443609022,triplet_distance,fastme
20,8,0.0,rootsplit_distance,fastme
20,8,0.1111111111111111,transfer_distance,fastme
20,8,0.0,rf_distance,anj
20,8,0.0,quartet_distance,anj
20,8,0.0,triplet_distance,anj
20,8,0.0,rootsplit_distance,anj
20,8,0.0,transfer_distance,anj
20,9,0.3333333333333333,rf_distance,nj
20,9,0.07151211361737678,quartet_distance,nj
20,9,0.16691729323308271,triplet_distance,nj
20,9,0.0,rootsplit_distance,nj
20,9,0.2777777777777778,transfer_distance,nj
20,9,0.1111111111111111,rf_distance,dlca_nj
20,9,0.08487886382623225,quartet_distance,dlca_nj
20,9,0.05112781954887218,triplet_distance,dlca_nj
20,9,0.0,rootsplit_distance,dlca_nj
20,9,0.16666666666666666,transfer_distance,dlca_nj
20,9,0.6666666666666666,rf_distance,srnj1
20,9,0.3983291562238931,quartet_distance,srnj1
20,9,0.18571428571428572,triplet_distance,srnj1
20,9,0.0,rootsplit_distance,srnj1
20,9,1.5555555555555556,transfer_distance,srnj1
20,9,0.1111111111111111,rf_distance,srnj
20,9,0.1239766081871345,quartet_distance,srnj
20,9,0.07368421052631578,triplet_distance,srnj
20,9,0.0,rootsplit_distance,srnj
20,9,0.16666666666666666,transfer_distance,srnj
20,9,0.1111111111111111,rf_distance,srnj_maxlca
20,9,0.08487886382623225,quartet_distance,srnj_maxlca
20,9,0.05112781954887218,triplet_distance,srnj_maxlca
20,9,0.0,rootsplit_distance,srnj_maxlca
20,9,0.16666666666666666,transfer_distance,srnj_maxlca
20,9,0.2777777777777778,rf_distance,snj
20,9,0.1393483709273183,quartet_distance,snj
20,9,0.07669172932330827,triplet_distance,snj
20,9,0.0,rootsplit_distance,snj
20,9,0.4444444444444444,transfer_distance,snj
20,9,0.2222222222222222,rf_distance,fastme
20,9,0.11161236424394319,quartet_distance,fastme
20,9,0.2037593984962406,triplet_distance,fastme
20,9,0.0,rootsplit_distance,fastme
20,9,0.2222222222222222,transfer_distance,fastme
20,9,0.1111111111111111,rf_distance,anj
20,9,0.05914786967418546,quartet_distance,anj
20,9,0.03458646616541353,triplet_distance,anj
20,9,0.0,rootsplit_distance,anj
20,9,0.1111111111111111,transfer_distance,anj
20,10,0.2222222222222222,rf_distance,nj
20,10,0.13299916457811195,quartet_distance,nj
20,10,0.11503759398496241,triplet_distance,nj
20,10,0.0,rootsplit_distance,nj
20,10,0.2777777777777778,transfer_distance,nj
20,10,0.2777777777777778,rf_distance,dlca_nj
20,10,0.15839598997493734,quartet_distance,dlca_nj
20,10,0.12481203007518797,triplet_distance,dlca_nj
20,10,0.0,rootsplit_distance,dlca_nj
20,10,0.3333333333333333,transfer_distance,dlca_nj
20,10,0.2777777777777778,rf_distance,srnj1
20,10,0.15839598997493734,quartet_distance,srnj1
20,10,0.12481203007518797,triplet_distance,srnj1
20,10,0.0,rootsplit_distance,srnj1
20,10,0.3333333333333333,transfer_distance,srnj1
20,10,0.5,rf_distance,srnj
20,10,0.2870509607351713,quartet_distance,srnj
20,10,0.18796992481203006,triplet_distance,srnj
20,10,0.0,rootsplit_distance,srnj
20,10,0.6666666666666666,transfer_distance,srnj
20,10,0.3333333333333333,rf_distance,srnj_maxlca
20,10,0.1878028404344194,quartet_distance,srnj_maxlca
20,10,0.17067669172932332,triplet_distance,srnj_maxlca
20,10,1.0,rootsplit_distance,srnj_maxlca
20,10,0.4444444444444444,transfer_distance,srnj_maxlca
20,10,0.2777777777777778,rf_distance,snj
20,10,0.1695906432748538,quartet_distance,snj
20,10,0.22706766917293233,triplet_distance,snj
20,10,1.0,rootsplit_distance,snj
20,10,0.3888888888888889,transfer_distance,snj
20,10,0.2222222222222222,rf_distance,fastme
20,10,0.13299916457811195,quartet_distance,fastme
20,10,0.11503759398496241,triplet_distance,fastme
20,10,0.0,rootsplit_distance,fastme
20,10,0.2777777777777778,transfer_distance,fastme
20,10,0.3333333333333333,rf_distance,anj
20,10,0.22456140350877193,quartet_distance,anj
20,10,0.4330827067669173,triplet_distance,anj
20,10,1.0,rootsplit_distance,anj
20,10,0.3888888888888889,transfer_distance,anj
20,11,0.4444444444444444,rf_distance,nj
20,11,0.12698412698412698,quartet_distance,nj
20,11,0.2511278195488722,triplet_distance,nj
20,11,0.0,rootsplit_distance,nj
20,11,0.3888888888888889,transfer_distance,nj
20,11,0.16666666666666666,rf_distance,dlca_nj
