seed,n_cells,n_bins,n_clones,lamda,n_chrom,dist_method,tree_method,quartet_distance,rf_distance,transfer_distance,triplet_distance,rootsplit_distance
2,50,1000,6,5,10,med2,anj,0.0807,0.1875,0.2708,0.0529,0.0000
2,50,1000,6,5,10,sconce2,fastme,0.0362,0.1875,0.1875,0.0188,0.0000
2,50,1000,6,5,10,med2,fastme,0.0062,0.1458,0.1458,0.0017,0.0000
2,50,1000,6,5,10,sconce2,srnj1,0.3218,0.5833,1.6250,0.1576,0.0000
2,50,1000,6,5,10,med2,srnj1,0.1297,0.5833,0.8125,0.0838,0.0667
2,50,1000,6,5,10,sconce2,srnj,0.1830,0.4375,0.7083,0.1004,0.0000
2,50,1000,6,5,10,med2,srnj,0.3406,0.5833,1.3750,0.4075,0.6000
2,50,1000,6,5,10,sconce2,srnjmaxlca,0.0594,0.3333,0.4167,0.0267,0.0000
2,50,1000,6,5,10,med2,srnjmaxlca,0.2324,0.6042,1.0625,0.2582,0.3333
3,20,1000,6,5,10,sconce2,nj,0.0000,0.0000,0.0000,0.0000,0.0000
3,20,1000,6,5,10,med2,nj,0.0115,0.1111,0.1111,0.0030,0.0000
3,20,1000,6,5,10,sconce2,snj,0.0575,0.1111,0.1111,0.0331,0.0000
3,20,1000,6,5,10,med2,snj,0.0195,0.1667,0.1667,0.0053,0.0000
3,20,1000,6,5,10,sconce2,rnj,0.0000,0.0000,0.0000,0.0000,0.0000
3,20,1000,6,5,10,med2,rnj,0.0087,0.1111,0.1111,0.0023,0.0000
3,20,1000,6,5,10,sconce2,anj,0.0000,0.0000,0.0000,0.0000,0.0000
3,20,1000,6,5,10,med2,anj,0.0087,0.1111,0.1111,0.0023,0.0000
3,20,1000,6,5,10,sconce2,fastme,0.0000,0.0000,0.0000,0.0000,0.0000
3,20,1000,6,5,10,med2,fastme,0.0115,0.1111,0.1111,0.0030,0.0000
3,20,1000,6,5,10,sconce2,srnj1,0.0000,0.0000,0.0000,0.0000,0.0000
3,20,1000,6,5,10,med2,srnj1,0.0080,0.0556,0.0556,0.0023,0.0000
3,20,1000,6,5,10,sconce2,srnj,0.0000,0.0000,0.0000,0.0000,0.0000
3,20,1000,6,5,10,med2,srnj,0.0000,0.0000,0.0000,0.0000,0.0000
3,20,1000,6,5,10,sconce2,srnjmaxlca,0.0000,0.0000,0.0000,0.0000,0.0000
3,20,1000,6,5,10,med2,srnjmaxlca,0.0167,0.1667,0.1667,0.0045,0.0000
3,50,1000,6,5,10,sconce2,nj,0.0710,0.4792,0.6250,0.0457,0.0000
3,50,1000,6,5,10,med2,nj,0.0429,0.3542,0.4583,0.0151,0.0000
3,50,1000,6,5,10,sconce2,snj,0.1744,0.4375,0.9375,0.0897,0.0000
3,50,1000,6,5,10,med2,snj,0.1292,0.3750,0.7917,0.0522,0.0000
3,50,1000,6,5,10,sconce2,rnj,0.0619,0.3750,0.5000,0.0430,0.0000
3,50,1000,6,5,10,med2,rnj,0.1528,0.5625,0.8958,0.0790,0.0000
3,50,1000,6,5,10,sconce2,anj,0.1021,0.5417,0.8125,0.0558,0.0000
3,50,1000,6,5,10,med2,anj,0.1528,0.5625,0.8958,0.0790,0.0000
3,50,1000,6,5,10,sconce2,fastme,0.0635,0.3958,0.5417,0.0435,0.0000
3,50,1000,6,5,10,med2,fastme,0.0224,0.2917,0.3750,0.0065,0.0000
3,50,1000,6,5,10,sconce2,srnj1,0.1809,0.6250,1.0833,0.0891,0.0000
3,50,1000,6,5,10,med2,srnj1,0.3543,0.8542,1.7500,0.2280,0.0000
3,50,1000,6,5,10,sconce2,srnj,0.0652,0.4583,0.7083,0.0413,0.0000
3,50,1000,6,5,10,med2,srnj,0.2636,0.6667,1.3958,0.1760,0.0000
3,50,1000,6,5,10,sconce2,srnjmaxlca,0.2048,0.5833,1.1875,0.1366,0.0000
3,50,1000,6,5,10,med2,srnjmaxlca,0.2202,0.7083,1.4167,0.1233,0.0000
4,20,1000,6,5,10,sconce2,nj,0.0294,0.2222,0.2222,0.0083,0.0000
4,20,1000,6,5,10,med2,nj,0.0294,0.2222,0.2222,0.0083,0.0000
4,20,1000,6,5,10,sconce2,snj,0.0194,0.1667,0.1667,0.0053,0.0000
4,20,1000,6,5,10,med2,snj,0.0087,0.1111,0.1111,0.0023,0.0000
4,20,1000,6,5,10,sconce2,rnj,0.0194,0.1667,0.1667,0.0053,0.0000
4,20,1000,6,5,10,med2,rnj,0.0294,0.2222,0.2222,0.0083,0.0000
4,20,1000,6,5,10,sconce2,anj,0.0294,0.2222,0.2222,0.0083,0.0000
4,20,1000,6,5,10,med2,anj,0.0294,0.2222,0.2222,0.0083,0.0000
4,20,1000,6,5,10,sconce2,fastme,0.0294,0.2222,0.2222,0.0083,0.0000
4,20,1000,6,5,10,med2,fastme,0.0294,0.2222,0.2222,0.0083,0.0000
4,20,1000,6,5,10,sconce2,srnj1,0.0505,0.3333,0.3889,0.0143,0.0000
4,20,1000,6,5,10,med2,srnj1,0.0625,0.3333,0.3333,0.0203,0.0000
4,20,1000,6,5,10,sconce2,srnj,0.0194,0.1667,0.1667,0.0053,0.0000
4,20,1000,6,5,10,med2,srnj,0.0237,0.1667,0.1667,0.0068,0.0000
4,20,1000,6,5,10,sconce2,srnjmaxlca,0.0137,0.1111,0.1111,0.0038,0.0000
4,20,1000,6,5,10,med2,srnjmaxlca,0.0999,0.4444,0.5000,0.1128,0.2000
4,50,1000,6,5,10,sconce2,nj,0.1465,0.4792,0.7708,0.0746,0.0000
4,50,1000,6,5,10,med2,nj,0.2683,0.5208,0.9792,0.1466,0.0000
4,50,1000,6,5,10,sconce2,snj,0.1624,0.5833,1.0208,0.0978,0.0714
4,50,1000,6,5,10,med2,snj,0.3608,0.5833,1.4583,0.1889,0.0000
4,50,1000,6,5,10,sconce2,rnj,0.0131,0.2292,0.2500,0.0036,0.0000
4,50,1000,6,5,10,med2,rnj,0.2038,0.5208,0.8958,0.0982,0.0000
4,50,1000,6,5,10,sconce2,anj,0.2491,0.5000,1.0208,0.1318,0.0000
4,50,1000,6,5,10,med2,anj,0.2038,0.5208,0.8958,0.0982,0.0000
4,50,1000,6,5,10,sconce2,fastme,0.0342,0.2708,0.3542,0.0106,0.0000
4,50,1000,6,5,10,med2,fastme,0.0991,0.3958,0.5833,0.0530,0.0000
4,50,1000,6,5,10,sconce2,srnj1,0.2823,0.7292,1.4792,0.2355,0.2143
4,50,1000,6,5,10,med2,srnj1,0.3372,0.7708,1.7500,0.2593,0.2857
4,50,1000,6,5,10,sconce2,srnj,0.2770,0.5000,1.1875,0.2502,0.3571
4,50,1000,6,5,10,med2,srnj,0.1946,0.5625,0.9167,0.0969,0.0000
4,50,1000,6,5,10,sconce2,srnjmaxlca,0.3311,0.6458,1.3542,0.3080,0.3571
4,50,1000,6,5,10,med2,srnjmaxlca,0.4138,0.7708,2.0417,0.3116,0.2857
5,20,1000,6,5,10,sconce2,nj,0.0000,0.0000,0.0000,0.0000,0.0000
5,20,1000,6,5,10,med2,nj,0.0000,0.0000,0.0000,0.0000,0.0000
5,20,1000,6,5,10,sconce2,snj,0.0511,0.1111,0.1667,0.0278,0.0000
5,20,1000,6,5,10,med2,snj,0.0645,0.1667,0.2778,0.0226,0.0000
5,20,1000,6,5,10,sconce2,rnj,0.0194,0.1667,0.1667,0.0053,0.0000
5,20,1000,6,5,10,med2,rnj,0.0030,0.0556,0.0556,0.0008,0.0000
5,20,1000,6,5,10,sconce2,anj,0.0645,0.1667,0.2778,0.0226,0.0000
5,20,1000,6,5,10,med2,anj,0.0000,0.0000,0.0000,0.0000,0.0000
5,20,1000,6,5,10,sconce2,fastme,0.0000,0.0000,0.0000,0.0000,0.0000
5,20,1000,6,5,10,med2,fastme,0.0000,0.0000,0.0000,0.0000,0.0000
5,20,1000,6,5,10,sconce2,srnj1,0.0408,0.1667,0.1667,0.0143,0.0000
5,20,1000,6,5,10,med2,srnj1,0.0859,0.2778,0.3333,0.0293,0.0000
5,20,1000,6,5,10,sconce2,srnj,0.0194,0.1667,0.1667,0.0053,0.0000
5,20,1000,6,5,10,med2,srnj,0.0030,0.0556,0.0556,0.0008,0.0000
5,20,1000,6,5,10,sconce2,srnjmaxlca,0.0194,0.1667,0.1667,0.0053,0.0000
5,20,1000,6,5,10,med2,srnjmaxlca,0.0030,0.0556,0.0556,0.0008,0.0000
5,50,1000,6,5,10,sconce2,nj,0.0884,0.3125,0.4167,0.0446,0.0000
5,50,1000,6,5,10,med2,nj,0.0171,0.1458,0.1458,0.0120,0.0000
5,50,1000,6,5,10,sconce2,snj,0.1238,0.4375,0.5625,0.0617,0.0000
5,50,1000,6,5,10,med2,snj,0.0169,0.1250,0.1250,0.0120,0.0000
5,50,1000,6,5,10,sconce2,rnj,0.0194,0.2083,0.2083,0.0126,0.0000
5,50,1000,6,5,10,med2,rnj,0.0180,0.1667,0.1667,0.0122,0.0000
5,50,1000,6,5,10,sconce2,anj,0.0884,0.3125,0.4167,0.0445,0.0000
5,50,1000,6,5,10,med2,anj,0.0180,0.1667,0.1667,0.0122,0.0000
5,50,1000,6,5,10,sconce2,fastme,0.0922,0.2917,0.3958,0.0470,0.0000
5,50,1000,6,5,10,med2,fastme,0.0004,0.0417,0.0417,0.0001,0.0000
5,50,1000,6,5,10,sconce2,srnj1,0.0810,0.4792,0.6667,0.0640,0.3333
5,50,1000,6,5,10,med2,srnj1,0.0547,0.3333,0.3333,0.0276,0.0000
5,50,1000,6,5,10,sconce2,srnj,0.1798,0.3958,0.7500,0.0898,0.0000
5,50,1000,6,5,10,med2,srnj,0.1335,0.2708,0.5833,0.0762,0.0000
5,50,1000,6,5,10,sconce2,srnjmaxlca,0.0493,0.2500,0.3125,0.0211,0.0000
5,50,1000,6,5,10,med2,srnjmaxlca,0.1147,0.4167,0.6667,0.0896,0.3333
6,20,1000,6,5,10,sconce2,nj,0.0000,0.0000,0.0000,0.0000,0.0000
6,20,1000,6,5,10,med2,nj,0.0000,0.0000,0.0000,0.0000,0.0000
6,20,1000,6,5,10,sconce2,snj,0.0217,0.0556,0.0556,0.0075,0.0000
6,20,1000,6,5,10,med2,snj,0.0000,0.0000,0.0000,0.0000,0.0000
6,20,1000,6,5,10,sconce2,rnj,0.0217,0.0556,0.0556,0.0075,0.0000
6,20,1000,6,5,10,med2,rnj,0.0000,0.0000,0.0000,0.0000,0.0000
6,20,1000,6,5,10,sconce2,anj,0.0217,0.0556,0.0556,0.0075,0.0000
6,20,1000,6,5,10,med2,anj,0.0000,0.0000,0.0000,0.0000,0.0000
6,20,1000,6,5,10,sconce2,fastme,0.0000,0.0000,0.0000,0.0000,0.0000
6,20,1000,6,5,10,med2,fastme,0.0000,0.0000,0.0000,0.0000,0.0000
6,20,1000,6,5,10,sconce2,srnj1,0.0217,0.0556,0.0556,0.0075,0.0000
6,20,1000,6,5,10,med2,srnj1,0.1323,0.4444,0.4444,0.1241,0.1429
6,20,1000,6,5,10,sconce2,srnj,0.0356,0.1111,0.1111,0.0120,0.0000
6,20,1000,6,5,10,med2,srnj,0.0000,0.0000,0.0000,0.0000,0.0000
6,20,1000,6,5,10,sconce2,srnjmaxlca,0.0000,0.0000,0.0000,0.0000,0.0000
6,20,1000,6,5,10,med2,srnjmaxlca,0.0956,0.3333,0.3333,0.1120,0.1429
6,50,1000,6,5,10,sconce2,nj,0.1071,0.2708,0.5000,0.0457,0.0000
6,50,1000,6,5,10,med2,nj,0.1049,0.2708,0.5000,0.0450,0.0000
6,50,1000,6,5,10,sconce2,snj,0.2030,0.3750,0.6667,0.2923,0.0000
6,50,1000,6,5,10,med2,snj,0.1004,0.2708,0.5000,0.0423,0.0000
6,50,1000,6,5,10,sconce2,rnj,0.0575,0.1250,0.2292,0.0255,0.0000
6,50,1000,6,5,10,med2,rnj,0.1166,0.2917,0.5417,0.0491,0.0000
6,50,1000,6,5,10,sconce2,anj,0.0876,0.2708,0.4792,0.0361,0.0000
6,50,1000,6,5,10,med2,anj,0.1166,0.2917,0.5417,0.0491,0.0000
6,50,1000,6,5,10,sconce2,fastme,0.1066,0.2500,0.4792,0.0456,0.0000
6,50,1000,6,5,10,med2,fastme,0.0924,0.1875,0.3333,0.0412,0.0000
6,50,1000,6,5,10,sconce2,srnj1,0.1469,0.4792,0.7500,0.0672,0.0000
6,50,1000,6,5,10,med2,srnj1,0.1373,0.5417,0.8542,0.0554,0.0000
6,50,1000,6,5,10,sconce2,srnj,0.0726,0.3333,0.6042,0.0277,0.0000
6,50,1000,6,5,10,med2,srnj,0.1345,0.3542,0.5833,0.0617,0.0000
6,50,1000,6,5,10,sconce2,srnjmaxlca,0.1377,0.4167,0.6250,0.0634,0.0000
6,50,1000,6,5,10,med2,srnjmaxlca,0.2092,0.5000,0.8958,0.1047,0.0000
7,20,1000,6,5,10,sconce2,nj,0.0087,0.1111,0.1111,0.0023,0.0000
7,20,1000,6,5,10,med2,nj,0.0348,0.1667,0.1667,0.0113,0.0000
7,20,1000,6,5,10,sconce2,snj,0.0087,0.1111,0.1111,0.0023,0.0000
7,20,1000,6,5,10,med2,snj,0.0348,0.1667,0.1667,0.0113,0.0000
7,20,1000,6,5,10,sconce2,rnj,0.0057,0.0556,0.0556,0.0015,0.0000
7,20,1000,6,5,10,med2,rnj,0.0535,0.2222,0.2222,0.0173,0.0000
7,20,1000,6,5,10,sconce2,anj,0.0000,0.0000,0.0000,0.0000,0.0000
7,20,1000,6,5,10,med2,anj,0.0535,0.2222,0.2222,0.0173,0.0000
7,20,1000,6,5,10,sconce2,fastme,0.0057,0.0556,0.0556,0.0015,0.0000
7,20,1000,6,5,10,med2,fastme,0.0478,0.1667,0.1667,0.0158,0.0000
7,20,1000,6,5,10,sconce2,srnj1,0.0057,0.0556,0.0556,0.0015,0.0000
7,20,1000,6,5,10,med2,srnj1,0.0087,0.1111,0.1111,0.0023,0.0000
7,20,1000,6,5,10,sconce2,srnj,0.1784,0.3889,0.5556,0.2782,0.2857
7,20,1000,6,5,10,med2,srnj,0.3335,0.5000,0.8889,0.4316,0.2857
7,20,1000,6,5,10,sconce2,srnjmaxlca,0.1387,0.2778,0.3889,0.2654,0.2857
7,20,1000,6,5,10,med2,srnjmaxlca,0.1327,0.5000,0.4444,0.1857,0.0000
7,50,1000,6,5,10,sconce2,nj,NaN,NaN,NaN,NaN,NaN
7,50,1000,6,5,10,sconce2,snj,NaN,NaN,NaN,NaN,NaN
7,50,1000,6,5,10,sconce2,rnj,NaN,NaN,NaN,NaN,NaN
7,50,1000,6,5,10,sconce2,srnj,NaN,NaN,NaN,NaN,NaN
7,50,1000,6,5,10,sconce2,srnj1,NaN,NaN,NaN,NaN,NaN
7,50,1000,6,5,10,sconce2,srnjmaxlca,NaN,NaN,NaN,NaN,NaN
7,50,1000,6,5,10,sconce2,anj,NaN,NaN,NaN,NaN,NaN
7,50,1000,6,5,10,sconce2,fastme,NaN,NaN,NaN,NaN,NaN
7,50,1000,6,5,10,med2,nj,NaN,NaN,NaN,NaN,NaN
7,50,1000,6,5,10,med2,snj,NaN,NaN,NaN,NaN,NaN
7,50,1000,6,5,10,med2,rnj,NaN,NaN,NaN,NaN,NaN
7,50,1000,6,5,10,med2,srnj,NaN,NaN,NaN,NaN,NaN
7,50,1000,6,5,10,med2,srnj1,NaN,NaN,NaN,NaN,NaN
7,50,1000,6,5,10,med2,srnjmaxlca,NaN,NaN,NaN,NaN,NaN
7,50,1000,6,5,10,med2,anj,NaN,NaN,NaN,NaN,NaN
7,50,1000,6,5,10,med2,fastme,NaN,NaN,NaN,NaN,NaN
8,20,1000,6,5,10,sconce2,nj,0.0030,0.0556,0.0556,0.0008,0.0000
8,20,1000,6,5,10,med2,nj,0.0030,0.0556,0.0556,0.0008,0.0000
8,20,1000,6,5,10,sconce2,snj,0.0000,0.0000,0.0000,0.0000,0.0000
8,20,1000,6,5,10,med2,snj,0.0030,0.0556,0.0556,0.0008,0.0000
8,20,1000,6,5,10,sconce2,rnj,0.0000,0.0000,0.0000,0.0000,0.0000
8,20,1000,6,5,10,med2,rnj,0.0030,0.0556,0.0556,0.0008,0.0000
8,20,1000,6,5,10,sconce2,anj,0.0000,0.0000,0.0000,0.0000,0.0000
8,20,1000,6,5,10,med2,anj,0.0030,0.0556,0.0556,0.0008,0.0000
8,20,1000,6,5,10,sconce2,fastme,0.0030,0.0556,0.0556,0.0008,0.0000
8,20,1000,6,5,10,med2,fastme,0.0030,0.0556,0.0556,0.0008,0.0000
8,20,1000,6,5,10,sconce2,srnj1,0.0000,0.0000,0.0000,0.0000,0.0000
8,20,1000,6,5,10,med2,srnj1,0.0030,0.0556,0.0556,0.0008,0.0000
8,20,1000,6,5,10,sconce2,srnj,0.0000,0.0000,0.0000,0.0000,0.0000
8,20,1000,6,5,10,med2,srnj,0.0030,0.0556,0.0556,0.0008,0.0000
8,20,1000,6,5,10,sconce2,srnjmaxlca,0.0000,0.0000,0.0000,0.0000,0.0000
8,20,1000,6,5,10,med2,srnjmaxlca,0.0030,0.0556,0.0556,0.0008,0.0000
8,50,1000,6,5,10,sconce2,nj,0.2674,0.6250,1.3333,0.1606,0.0000
8,50,1000,6,5,10,med2,nj,0.2693,0.6250,1.3542,0.1612,0.0000
8,50,1000,6,5,10,sconce2,snj,0.2842,0.5625,1.3542,0.1746,0.0000
8,50,1000,6,5,10,med2,snj,0.3113,0.7708,1.6042,0.3159,0.0000
8,50,1000,6,5,10,sconce2,rnj,0.2621,0.5833,1.3125,0.1590,0.0000
8,50,1000,6,5,10,med2,rnj,0.2681,0.6250,1.3958,0.1608,0.0000
8,50,1000,6,5,10,sconce2,anj,0.2632,0.6042,1.3125,0.1592,0.0000
8,50,1000,6,5,10,med2,anj,0.2681,0.6250,1.3958,0.1608,0.0000
8,50,1000,6,5,10,sconce2,fastme,0.2565,0.5833,1.2292,0.1574,0.0000
8,50,1000,6,5,10,med2,fastme,0.2590,0.5833,1.2708,0.1581,0.0000
8,50,1000,6,5,10,sconce2,srnj1,0.2714,0.7500,1.6250,0.1825,0.0000
8,50,1000,6,5,10,med2,srnj1,0.2564,0.6458,1.3958,0.1892,0.0000
8,50,1000,6,5,10,sconce2,srnj,0.2082,0.6250,1.3125,0.1083,0.0000
8,50,1000,6,5,10,med2,srnj,0.3633,0.7708,1.9792,0.2612,0.2000
8,50,1000,6,5,10,sconce2,srnjmaxlca,0.1987,0.7917,1.4792,0.2292,0.5000
8,50,1000,6,5,10,med2,srnjmaxlca,0.3369,0.8333,1.7708,0.2215,0.1000
9,20,1000,6,5,10,sconce2,nj,NaN,NaN,NaN,NaN,NaN
9,20,1000,6,5,10,sconce2,snj,NaN,NaN,NaN,NaN,NaN
9,20,1000,6,5,10,sconce2,rnj,NaN,NaN,NaN,NaN,NaN
9,20,1000,6,5,10,sconce2,srnj,NaN,NaN,NaN,NaN,NaN
9,20,1000,6,5,10,sconce2,srnj1,NaN,NaN,NaN,NaN,NaN
9,20,1000,6,5,10,sconce2,srnjmaxlca,NaN,NaN,NaN,NaN,NaN
9,20,1000,6,5,10,sconce2,anj,NaN,NaN,NaN,NaN,NaN
9,20,1000,6,5,10,sconce2,fastme,NaN,NaN,NaN,NaN,NaN
9,20,1000,6,5,10,med2,nj,NaN,NaN,NaN,NaN,NaN
9,20,1000,6,5,10,med2,snj,NaN,NaN,NaN,NaN,NaN
9,20,1000,6,5,10,med2,rnj,NaN,NaN,NaN,NaN,NaN
9,20,1000,6,5,10,med2,srnj,NaN,NaN,NaN,NaN,NaN
9,20,1000,6,5,10,med2,srnj1,NaN,NaN,NaN,NaN,NaN
