n_cells,seed,strategy,metric,dist
20,15,nll,rf_distance,0.13043478260869565
20,15,nll,quartet_distance,0.03411371237458194
20,15,nll,triplet_distance,0.12115384615384615
20,15,nll,transfer_distance,
20,15,nll_max_lca,rf_distance,0.13043478260869565
20,15,nll_max_lca,quartet_distance,0.03919732441471572
20,15,nll_max_lca,triplet_distance,0.12846153846153846
20,15,nll_max_lca,transfer_distance,
20,16,dlca_nj,rf_distance,0.13043478260869565
20,16,dlca_nj,quartet_distance,0.037926421404682276
20,16,dlca_nj,triplet_distance,0.12846153846153846
20,16,dlca_nj,transfer_distance,
20,16,srnj_min_D,rf_distance,0.13043478260869565
20,16,srnj_min_D,quartet_distance,0.043010033444816055
20,16,srnj_min_D,triplet_distance,0.13576923076923078
20,16,srnj_min_D,transfer_distance,
20,16,srnj_max_lca,rf_distance,0.13043478260869565
20,16,srnj_max_lca,quartet_distance,0.03919732441471572
20,16,srnj_max_lca,triplet_distance,0.12846153846153846
20,16,srnj_max_lca,transfer_distance,
20,16,gt_min,rf_distance,0.13043478260869565
20,16,gt_min,quartet_distance,0.046822742474916385
20,16,gt_min,triplet_distance,0.165
20,16,gt_min,transfer_distance,
20,16,gt_max_lca,rf_distance,0.08695652173913043
20,16,gt_max_lca,quartet_distance,0.027759197324414717
20,16,gt_max_lca,triplet_distance,0.11384615384615385
20,16,gt_max_lca,transfer_distance,
20,16,hamming,rf_distance,0.13043478260869565
20,16,hamming,quartet_distance,0.03919732441471572
20,16,hamming,triplet_distance,0.12846153846153846
20,16,hamming,transfer_distance,
20,16,hamming_max_lca,rf_distance,0.13043478260869565
20,16,hamming_max_lca,quartet_distance,0.04555183946488294
20,16,hamming_max_lca,triplet_distance,0.14307692307692307
20,16,hamming_max_lca,transfer_distance,
20,16,nll,rf_distance,0.13043478260869565
20,16,nll,quartet_distance,0.043010033444816055
20,16,nll,triplet_distance,0.13576923076923078
20,16,nll,transfer_distance,
20,16,nll_max_lca,rf_distance,0.13043478260869565
20,16,nll_max_lca,quartet_distance,0.04555183946488294
20,16,nll_max_lca,triplet_distance,0.14307692307692307
20,16,nll_max_lca,transfer_distance,
20,17,dlca_nj,rf_distance,0.13043478260869565
20,17,dlca_nj,quartet_distance,0.037926421404682276
20,17,dlca_nj,triplet_distance,0.12846153846153846
20,17,dlca_nj,transfer_distance,
20,17,srnj_min_D,rf_distance,0.08695652173913043
20,17,srnj_min_D,quartet_distance,0.027759197324414717
20,17,srnj_min_D,triplet_distance,0.11384615384615385
20,17,srnj_min_D,transfer_distance,
20,17,srnj_max_lca,rf_distance,0.13043478260869565
20,17,srnj_max_lca,quartet_distance,0.03919732441471572
20,17,srnj_max_lca,triplet_distance,0.12846153846153846
20,17,srnj_max_lca,transfer_distance,
20,17,gt_min,rf_distance,0.13043478260869565
20,17,gt_min,quartet_distance,0.046822742474916385
20,17,gt_min,triplet_distance,0.165
20,17,gt_min,transfer_distance,
20,17,gt_max_lca,rf_distance,0.13043478260869565
20,17,gt_max_lca,quartet_distance,0.03919732441471572
20,17,gt_max_lca,triplet_distance,0.12846153846153846
20,17,gt_max_lca,transfer_distance,
20,17,hamming,rf_distance,0.13043478260869565
20,17,hamming,quartet_distance,0.04555183946488294
20,17,hamming,triplet_distance,0.14307692307692307
20,17,hamming,transfer_distance,
20,17,hamming_max_lca,rf_distance,0.13043478260869565
20,17,hamming_max_lca,quartet_distance,0.04555183946488294
20,17,hamming_max_lca,triplet_distance,0.14307692307692307
20,17,hamming_max_lca,transfer_distance,
20,17,nll,rf_distance,0.08695652173913043
20,17,nll,quartet_distance,0.027759197324414717
20,17,nll,triplet_distance,0.11384615384615385
20,17,nll,transfer_distance,
20,17,nll_max_lca,rf_distance,0.13043478260869565
20,17,nll_max_lca,quartet_distance,0.043010033444816055
20,17,nll_max_lca,triplet_distance,0.13576923076923078
20,17,nll_max_lca,transfer_distance,
20,18,dlca_nj,rf_distance,0.13043478260869565
20,18,dlca_nj,quartet_distance,0.037926421404682276
20,18,dlca_nj,triplet_distance,0.12846153846153846
20,18,dlca_nj,transfer_distance,
20,18,srnj_min_D,rf_distance,0.13043478260869565
20,18,srnj_min_D,quartet_distance,0.03411371237458194
20,18,srnj_min_D,triplet_distance,0.12115384615384615
20,18,srnj_min_D,transfer_distance,
20,18,srnj_max_lca,rf_distance,0.13043478260869565
20,18,srnj_max_lca,quartet_distance,0.046822742474916385
20,18,srnj_max_lca,triplet_distance,0.165
20,18,srnj_max_lca,transfer_distance,
20,18,gt_min,rf_distance,0.13043478260869565
20,18,gt_min,quartet_distance,0.03919732441471572
20,18,gt_min,triplet_distance,0.12846153846153846
20,18,gt_min,transfer_distance,
20,18,gt_max_lca,rf_distance,0.13043478260869565
20,18,gt_max_lca,quartet_distance,0.043010033444816055
20,18,gt_max_lca,triplet_distance,0.13576923076923078
20,18,gt_max_lca,transfer_distance,
20,18,hamming,rf_distance,0.13043478260869565
20,18,hamming,quartet_distance,0.03919732441471572
20,18,hamming,triplet_distance,0.12846153846153846
20,18,hamming,transfer_distance,
20,18,hamming_max_lca,rf_distance,0.13043478260869565
20,18,hamming_max_lca,quartet_distance,0.04555183946488294
20,18,hamming_max_lca,triplet_distance,0.14307692307692307
20,18,hamming_max_lca,transfer_distance,
20,18,nll,rf_distance,0.13043478260869565
20,18,nll,quartet_distance,0.04555183946488294
20,18,nll,triplet_distance,0.14307692307692307
20,18,nll,transfer_distance,
20,18,nll_max_lca,rf_distance,0.13043478260869565
20,18,nll_max_lca,quartet_distance,0.03919732441471572
20,18,nll_max_lca,triplet_distance,0.12846153846153846
20,18,nll_max_lca,transfer_distance,
20,19,dlca_nj,rf_distance,0.13043478260869565
20,19,dlca_nj,quartet_distance,0.037926421404682276
20,19,dlca_nj,triplet_distance,0.12846153846153846
20,19,dlca_nj,transfer_distance,
20,19,srnj_min_D,rf_distance,0.13043478260869565
20,19,srnj_min_D,quartet_distance,0.043010033444816055
20,19,srnj_min_D,triplet_distance,0.13576923076923078
20,19,srnj_min_D,transfer_distance,
20,19,srnj_max_lca,rf_distance,0.08695652173913043
20,19,srnj_max_lca,quartet_distance,0.027759197324414717
20,19,srnj_max_lca,triplet_distance,0.11384615384615385
20,19,srnj_max_lca,transfer_distance,
20,19,gt_min,rf_distance,0.13043478260869565
20,19,gt_min,quartet_distance,0.046822742474916385
20,19,gt_min,triplet_distance,0.165
20,19,gt_min,transfer_distance,
20,19,gt_max_lca,rf_distance,0.13043478260869565
20,19,gt_max_lca,quartet_distance,0.04555183946488294
20,19,gt_max_lca,triplet_distance,0.14307692307692307
20,19,gt_max_lca,transfer_distance,
20,19,hamming,rf_distance,0.13043478260869565
20,19,hamming,quartet_distance,0.03919732441471572
20,19,hamming,triplet_distance,0.12846153846153846
20,19,hamming,transfer_distance,
20,19,hamming_max_lca,rf_distance,0.13043478260869565
20,19,hamming_max_lca,quartet_distance,0.03919732441471572
20,19,hamming_max_lca,triplet_distance,0.12846153846153846
20,19,hamming_max_lca,transfer_distance,
20,19,nll,rf_distance,0.13043478260869565
20,19,nll,quartet_distance,0.04555183946488294
20,19,nll,triplet_distance,0.14307692307692307
20,19,nll,transfer_distance,
20,19,nll_max_lca,rf_distance,0.08695652173913043
20,19,nll_max_lca,quartet_distance,0.027759197324414717
20,19,nll_max_lca,triplet_distance,0.11384615384615385
20,19,nll_max_lca,transfer_distance,
50,0,dlca_nj,rf_distance,0.10833333333333334
50,0,dlca_nj,quartet_distance,0.03883558711691974
50,0,dlca_nj,triplet_distance,0.12245977185162801
50,0,dlca_nj,transfer_distance,
50,0,srnj_min_D,rf_distance,0.15833333333333333
50,0,srnj_min_D,quartet_distance,0.03984622228937406
50,0,srnj_min_D,triplet_distance,0.12366850494825112
50,0,srnj_min_D,transfer_distance,
50,0,srnj_max_lca,rf_distance,0.19166666666666668
50,0,srnj_max_lca,quartet_distance,0.04420773421302242
50,0,srnj_max_lca,triplet_distance,0.1259600614439324
50,0,srnj_max_lca,transfer_distance,
50,0,gt_min,rf_distance,0.10833333333333334
50,0,gt_min,quartet_distance,0.05122510135730654
50,0,gt_min,triplet_distance,0.1410440432122082
50,0,gt_min,transfer_distance,
50,0,gt_max_lca,rf_distance,0.10833333333333334
50,0,gt_max_lca,quartet_distance,0.04564981994913248
50,0,gt_max_lca,triplet_distance,0.13175190753191812
50,0,gt_max_lca,transfer_distance,
50,0,hamming,rf_distance,0.10833333333333334
50,0,hamming,quartet_distance,0.05122510135730654
50,0,hamming,triplet_distance,0.1410440432122082
50,0,hamming,transfer_distance,
50,0,hamming_max_lca,rf_distance,0.09166666666666666
50,0,hamming_max_lca,quartet_distance,0.02520712145249427
50,0,hamming_max_lca,triplet_distance,0.10387550049104782
50,0,hamming_max_lca,transfer_distance,
50,0,nll,rf_distance,0.10833333333333334
50,0,nll,quartet_distance,0.05122510135730654
50,0,nll,triplet_distance,0.1410440432122082
50,0,nll,transfer_distance,
50,0,nll_max_lca,rf_distance,0.10833333333333334
50,0,nll_max_lca,quartet_distance,0.05618090705346126
50,0,nll_max_lca,triplet_distance,0.1503361788924983
50,0,nll_max_lca,transfer_distance,
50,1,dlca_nj,rf_distance,0.10833333333333334
50,1,dlca_nj,quartet_distance,0.03883558711691974
50,1,dlca_nj,triplet_distance,0.12245977185162801
50,1,dlca_nj,transfer_distance,
50,1,srnj_min_D,rf_distance,0.15833333333333333
50,1,srnj_min_D,quartet_distance,0.037378392217101895
50,1,srnj_min_D,triplet_distance,0.1174989297675707
50,1,srnj_min_D,transfer_distance,
50,1,srnj_max_lca,rf_distance,0.10833333333333334
50,1,srnj_max_lca,quartet_distance,0.05122510135730654
50,1,srnj_max_lca,triplet_distance,0.1410440432122082
50,1,srnj_max_lca,transfer_distance,
50,1,gt_min,rf_distance,0.10833333333333334
50,1,gt_min,quartet_distance,0.03264082999672635
50,1,gt_min,triplet_distance,0.11316763617133792
50,1,gt_min,transfer_distance,
50,1,gt_max_lca,rf_distance,0.10833333333333334
50,1,gt_max_lca,quartet_distance,0.04564981994913248
50,1,gt_max_lca,triplet_distance,0.13175190753191812
50,1,gt_max_lca,transfer_distance,
50,1,hamming,rf_distance,0.10833333333333334
50,1,hamming,quartet_distance,0.04564981994913248
50,1,hamming,triplet_distance,0.13175190753191812
50,1,hamming,transfer_distance,
50,1,hamming_max_lca,rf_distance,0.20833333333333334
50,1,hamming_max_lca,quartet_distance,0.06715855388515357
50,1,hamming_max_lca,triplet_distance,0.14572788396162273
50,1,hamming_max_lca,transfer_distance,
50,1,nll,rf_distance,0.10833333333333334
50,1,nll,quartet_distance,0.05122510135730654
50,1,nll,triplet_distance,0.1410440432122082
50,1,nll,transfer_distance,
50,1,nll_max_lca,rf_distance,0.10833333333333334
50,1,nll_max_lca,quartet_distance,0.05122510135730654
50,1,nll_max_lca,triplet_distance,0.1410440432122082
50,1,nll_max_lca,transfer_distance,
50,2,dlca_nj,rf_distance,0.10833333333333334
50,2,dlca_nj,quartet_distance,0.03883558711691974
50,2,dlca_nj,triplet_distance,0.12245977185162801
50,2,dlca_nj,transfer_distance,
50,2,srnj_min_D,rf_distance,0.10833333333333334
50,2,srnj_min_D,quartet_distance,0.04564981994913248
50,2,srnj_min_D,triplet_distance,0.13175190753191812
50,2,srnj_min_D,transfer_distance,
50,2,srnj_max_lca,rf_distance,0.10833333333333334
50,2,srnj_max_lca,quartet_distance,0.05618090705346126
50,2,srnj_max_lca,triplet_distance,0.1503361788924983
50,2,srnj_max_lca,transfer_distance,
50,2,gt_min,rf_distance,0.10833333333333334
50,2,gt_min,quartet_distance,0.03945506282893908
50,2,gt_min,triplet_distance,0.12245977185162801
50,2,gt_min,transfer_distance,
50,2,gt_max_lca,rf_distance,0.09166666666666666
50,2,gt_max_lca,quartet_distance,0.02520712145249427
50,2,gt_max_lca,triplet_distance,0.10387550049104782
50,2,gt_max_lca,transfer_distance,
50,2,hamming,rf_distance,0.09166666666666666
50,2,hamming,quartet_distance,0.02520712145249427
50,2,hamming,triplet_distance,0.10387550049104782
50,2,hamming,transfer_distance,
50,2,hamming_max_lca,rf_distance,0.09166666666666666
50,2,hamming_max_lca,quartet_distance,0.02520712145249427
50,2,hamming_max_lca,triplet_distance,0.10387550049104782
50,2,hamming_max_lca,transfer_distance,
50,2,nll,rf_distance,0.10833333333333334
50,2,nll,quartet_distance,0.04564981994913248
50,2,nll,triplet_distance,0.13175190753191812
50,2,nll,transfer_distance,
50,2,nll_max_lca,rf_distance,0.09166666666666666
50,2,nll_max_lca,quartet_distance,0.02520712145249427
50,2,nll_max_lca,triplet_distance,0.10387550049104782
50,2,nll_max_lca,transfer_distance,
50,3,dlca_nj,rf_distance,0.10833333333333334
50,3,dlca_nj,quartet_distance,0.03883558711691974
50,3,dlca_nj,triplet_distance,0.12245977185162801
50,3,dlca_nj,transfer_distance,
50,3,srnj_min_D,rf_distance,0.10833333333333334
50,3,srnj_min_D,quartet_distance,0.03945506282893908
50,3,srnj_min_D,triplet_distance,0.12245977185162801
50,3,srnj_min_D,transfer_distance,
50,3,srnj_max_lca,rf_distance,0.175
50,3,srnj_max_lca,quartet_distance,0.05090445132750791
50,3,srnj_max_lca,triplet_distance,0.13331318778172294
50,3,srnj_max_lca,transfer_distance,
50,3,gt_min,rf_distance,0.10833333333333334
50,3,gt_min,quartet_distance,0.03264082999672635
50,3,gt_min,triplet_distance,0.11316763617133792
50,3,gt_min,transfer_distance,
50,3,gt_max_lca,rf_distance,0.10833333333333334
50,3,gt_max_lca,quartet_distance,0.04564981994913248
50,3,gt_max_lca,triplet_distance,0.13175190753191812
50,3,gt_max_lca,transfer_distance,
50,3,hamming,rf_distance,0.10833333333333334
50,3,hamming,quartet_distance,0.04564981994913248
50,3,hamming,triplet_distance,0.13175190753191812
50,3,hamming,transfer_distance,
50,3,hamming_max_lca,rf_distance,0.10833333333333334
50,3,hamming_max_lca,quartet_distance,0.03264082999672635
50,3,hamming_max_lca,triplet_distance,0.11316763617133792
50,3,hamming_max_lca,transfer_distance,
50,3,nll,rf_distance,0.10833333333333334
50,3,nll,quartet_distance,0.05122510135730654
50,3,nll,triplet_distance,0.1410440432122082
50,3,nll,transfer_distance,
50,3,nll_max_lca,rf_distance,0.10833333333333334
50,3,nll_max_lca,quartet_distance,0.03945506282893908
50,3,nll_max_lca,triplet_distance,0.12245977185162801
50,3,nll_max_lca,transfer_distance,
50,4,dlca_nj,rf_distance,0.10833333333333334
50,4,dlca_nj,quartet_distance,0.03883558711691974
50,4,dlca_nj,triplet_distance,0.12245977185162801
50,4,dlca_nj,transfer_distance,
50,4,srnj_min_D,rf_distance,0.10833333333333334
50,4,srnj_min_D,quartet_distance,0.060517237037596636
50,4,srnj_min_D,triplet_distance,0.1596283145727884
50,4,srnj_min_D,transfer_distance,
50,4,srnj_max_lca,rf_distance,0.10833333333333334
50,4,srnj_max_lca,quartet_distance,0.060517237037596636
50,4,srnj_max_lca,triplet_distance,0.1596283145727884
50,4,srnj_max_lca,transfer_distance,
50,4,gt_min,rf_distance,0.09166666666666666
50,4,gt_min,quartet_distance,0.02520712145249427
50,4,gt_min,triplet_distance,0.10387550049104782
50,4,gt_min,transfer_distance,
50,4,gt_max_lca,rf_distance,0.10833333333333334
50,4,gt_max_lca,quartet_distance,0.05122510135730654
50,4,gt_max_lca,triplet_distance,0.1410440432122082
50,4,gt_max_lca,transfer_distance,
50,4,hamming,rf_distance,0.10833333333333334
50,4,hamming,quartet_distance,0.060517237037596636
50,4,hamming,triplet_distance,0.1596283145727884
50,4,hamming,transfer_distance,
50,4,hamming_max_lca,rf_distance,0.10833333333333334
50,4,hamming_max_lca,quartet_distance,0.04564981994913248
50,4,hamming_max_lca,triplet_distance,0.13175190753191812
50,4,hamming_max_lca,transfer_distance,
50,4,nll,rf_distance,0.14166666666666666
50,4,nll,quartet_distance,0.07105000293789294
50,4,nll,triplet_distance,0.1724207398453829
50,4,nll,transfer_distance,
50,4,nll_max_lca,rf_distance,0.125
50,4,nll_max_lca,quartet_distance,0.04933813468980047
50,4,nll_max_lca,triplet_distance,0.14008712951071492
50,4,nll_max_lca,transfer_distance,
50,5,dlca_nj,rf_distance,0.10833333333333334
50,5,dlca_nj,quartet_distance,0.03883558711691974
50,5,dlca_nj,triplet_distance,0.12245977185162801
50,5,dlca_nj,transfer_distance,
50,5,srnj_min_D,rf_distance,0.10833333333333334
50,5,srnj_min_D,quartet_distance,0.05122510135730654
50,5,srnj_min_D,triplet_distance,0.1410440432122082
50,5,srnj_min_D,transfer_distance,
50,5,srnj_max_lca,rf_distance,0.20833333333333334
50,5,srnj_max_lca,quartet_distance,0.0705614733113411
50,5,srnj_max_lca,triplet_distance,0.1566568457102566
50,5,srnj_max_lca,transfer_distance,
50,5,gt_min,rf_distance,0.10833333333333334
50,5,gt_min,quartet_distance,0.03264082999672635
50,5,gt_min,triplet_distance,0.11316763617133792
50,5,gt_min,transfer_distance,
50,5,gt_max_lca,rf_distance,0.09166666666666666
50,5,gt_max_lca,quartet_distance,0.02520712145249427
50,5,gt_max_lca,triplet_distance,0.10387550049104782
50,5,gt_max_lca,transfer_distance,
50,5,hamming,rf_distance,0.10833333333333334
50,5,hamming,quartet_distance,0.04564981994913248
50,5,hamming,triplet_distance,0.13175190753191812
50,5,hamming,transfer_distance,
50,5,hamming_max_lca,rf_distance,0.14166666666666666
50,5,hamming_max_lca,quartet_distance,0.04465093634845089
50,5,hamming_max_lca,triplet_distance,0.13044244667724308
50,5,hamming_max_lca,transfer_distance,
50,5,nll,rf_distance,0.09166666666666666
50,5,nll,quartet_distance,0.02520712145249427
50,5,nll,triplet_distance,0.10387550049104782
50,5,nll,transfer_distance,
50,5,nll_max_lca,rf_distance,0.10833333333333334
50,5,nll_max_lca,quartet_distance,0.03945506282893908
50,5,nll_max_lca,triplet_distance,0.12245977185162801
50,5,nll_max_lca,transfer_distance,
50,6,dlca_nj,rf_distance,0.10833333333333334
50,6,dlca_nj,quartet_distance,0.03883558711691974
50,6,dlca_nj,triplet_distance,0.12245977185162801
50,6,dlca_nj,transfer_distance,
50,6,srnj_min_D,rf_distance,0.10833333333333334
50,6,srnj_min_D,quartet_distance,0.04564981994913248
50,6,srnj_min_D,triplet_distance,0.13175190753191812
50,6,srnj_min_D,transfer_distance,
50,6,srnj_max_lca,rf_distance,0.14166666666666666
50,6,srnj_max_lca,quartet_distance,0.043170238305087594
50,6,srnj_max_lca,triplet_distance,0.12674070156883482
50,6,srnj_max_lca,transfer_distance,
50,6,gt_min,rf_distance,0.10833333333333334
50,6,gt_min,quartet_distance,0.05122510135730654
50,6,gt_min,triplet_distance,0.1410440432122082
50,6,gt_min,transfer_distance,
50,6,gt_max_lca,rf_distance,0.09166666666666666
50,6,gt_max_lca,quartet_distance,0.02520712145249427
50,6,gt_max_lca,triplet_distance,0.10387550049104782
50,6,gt_max_lca,transfer_distance,
50,6,hamming,rf_distance,0.09166666666666666
50,6,hamming,quartet_distance,0.02520712145249427
50,6,hamming,triplet_distance,0.10387550049104782
50,6,hamming,transfer_distance,
50,6,hamming_max_lca,rf_distance,0.09166666666666666
50,6,hamming_max_lca,quartet_distance,0.02520712145249427
50,6,hamming_max_lca,triplet_distance,0.10387550049104782
50,6,hamming_max_lca,transfer_distance,
50,6,nll,rf_distance,0.10833333333333334
50,6,nll,quartet_distance,0.05618090705346126
50,6,nll,triplet_distance,0.1503361788924983
50,6,nll,transfer_distance,
50,6,nll_max_lca,rf_distance,0.09166666666666666
50,6,nll_max_lca,quartet_distance,0.02520712145249427
50,6,nll_max_lca,triplet_distance,0.10387550049104782
50,6,nll_max_lca,transfer_distance,
50,7,dlca_nj,rf_distance,0.10833333333333334
50,7,dlca_nj,quartet_distance,0.03883558711691974
50,7,dlca_nj,triplet_distance,0.12245977185162801
50,7,dlca_nj,transfer_distance,
50,7,srnj_min_D,rf_distance,0.10833333333333334
50,7,srnj_min_D,quartet_distance,0.060517237037596636
50,7,srnj_min_D,triplet_distance,0.1596283145727884
50,7,srnj_min_D,transfer_distance,
50,7,srnj_max_lca,rf_distance,0.20833333333333334
50,7,srnj_max_lca,quartet_distance,0.06369519780413488
50,7,srnj_max_lca,triplet_distance,0.15252700763012766
50,7,srnj_max_lca,transfer_distance,
50,7,gt_min,rf_distance,0.10833333333333334
50,7,gt_min,quartet_distance,0.05122510135730654
50,7,gt_min,triplet_distance,0.1410440432122082
50,7,gt_min,transfer_distance,
50,7,gt_max_lca,rf_distance,0.10833333333333334
50,7,gt_max_lca,quartet_distance,0.03945506282893908
50,7,gt_max_lca,triplet_distance,0.12245977185162801
50,7,gt_max_lca,transfer_distance,
50,7,hamming,rf_distance,0.09166666666666666
50,7,hamming,quartet_distance,0.02520712145249427
50,7,hamming,triplet_distance,0.10387550049104782
50,7,hamming,transfer_distance,
50,7,hamming_max_lca,rf_distance,0.10833333333333334
50,7,hamming_max_lca,quartet_distance,0.04564981994913248
50,7,hamming_max_lca,triplet_distance,0.13175190753191812
50,7,hamming_max_lca,transfer_distance,
50,7,nll,rf_distance,0.125
50,7,nll,quartet_distance,0.06850662704708184
50,7,nll,triplet_distance,0.16655334793885826
50,7,nll,transfer_distance,
50,7,nll_max_lca,rf_distance,0.10833333333333334
50,7,nll_max_lca,quartet_distance,0.03264082999672635
50,7,nll_max_lca,triplet_distance,0.11316763617133792
50,7,nll_max_lca,transfer_distance,
50,8,dlca_nj,rf_distance,0.10833333333333334
50,8,dlca_nj,quartet_distance,0.03883558711691974
50,8,dlca_nj,triplet_distance,0.12245977185162801
50,8,dlca_nj,transfer_distance,
50,8,srnj_min_D,rf_distance,0.175
50,8,srnj_min_D,quartet_distance,0.03795254043799787
50,8,srnj_min_D,triplet_distance,0.11765002140464859
50,8,srnj_min_D,transfer_distance,
50,8,srnj_max_lca,rf_distance,0.20833333333333334
50,8,srnj_max_lca,quartet_distance,0.0649945858830047
50,8,srnj_max_lca,triplet_distance,0.15670720958928255
50,8,srnj_max_lca,transfer_distance,
50,8,gt_min,rf_distance,0.10833333333333334
50,8,gt_min,quartet_distance,0.04564981994913248
50,8,gt_min,triplet_distance,0.13175190753191812
50,8,gt_min,transfer_distance,
50,8,gt_max_lca,rf_distance,0.09166666666666666
50,8,gt_max_lca,quartet_distance,0.02520712145249427
50,8,gt_max_lca,triplet_distance,0.10387550049104782
50,8,gt_max_lca,transfer_distance,
50,8,hamming,rf_distance,0.10833333333333334
50,8,hamming,quartet_distance,0.03264082999672635
50,8,hamming,triplet_distance,0.11316763617133792
50,8,hamming,transfer_distance,
50,8,hamming_max_lca,rf_distance,0.10833333333333334
50,8,hamming_max_lca,quartet_distance,0.05618090705346126
50,8,hamming_max_lca,triplet_distance,0.1503361788924983
50,8,hamming_max_lca,transfer_distance,
50,8,nll,rf_distance,0.14166666666666666
50,8,nll,quartet_distance,0.05645287200020146
50,8,nll,triplet_distance,0.15023545113444636
50,8,nll,transfer_distance,
50,8,nll_max_lca,rf_distance,0.15833333333333333
50,8,nll_max_lca,quartet_distance,0.06252004062686241
50,8,nll_max_lca,triplet_distance,0.15305582835990028
50,8,nll_max_lca,transfer_distance,
50,9,dlca_nj,rf_distance,0.10833333333333334
50,9,dlca_nj,quartet_distance,0.03883558711691974
50,9,dlca_nj,triplet_distance,0.12245977185162801
50,9,dlca_nj,transfer_distance,
50,9,srnj_min_D,rf_distance,0.10833333333333334
50,9,srnj_min_D,quartet_distance,0.05618090705346126
50,9,srnj_min_D,triplet_distance,0.1503361788924983
50,9,srnj_min_D,transfer_distance,
50,9,srnj_max_lca,rf_distance,0.10833333333333334
50,9,srnj_max_lca,quartet_distance,0.03945506282893908
50,9,srnj_max_lca,triplet_distance,0.12245977185162801
50,9,srnj_max_lca,transfer_distance,
50,9,gt_min,rf_distance,0.10833333333333334
50,9,gt_min,quartet_distance,0.04564981994913248
50,9,gt_min,triplet_distance,0.13175190753191812
50,9,gt_min,transfer_distance,
50,9,gt_max_lca,rf_distance,0.10833333333333334
50,9,gt_max_lca,quartet_distance,0.03264082999672635
50,9,gt_max_lca,triplet_distance,0.11316763617133792
50,9,gt_max_lca,transfer_distance,
50,9,hamming,rf_distance,0.10833333333333334
50,9,hamming,quartet_distance,0.03264082999672635
50,9,hamming,triplet_distance,0.11316763617133792
50,9,hamming,transfer_distance,
50,9,hamming_max_lca,rf_distance,0.10833333333333334
50,9,hamming_max_lca,quartet_distance,0.04564981994913248
50,9,hamming_max_lca,triplet_distance,0.13175190753191812
50,9,hamming_max_lca,transfer_distance,
50,9,nll,rf_distance,0.10833333333333334
50,9,nll,quartet_distance,0.04564981994913248
50,9,nll,triplet_distance,0.13175190753191812
50,9,nll,transfer_distance,
50,9,nll_max_lca,rf_distance,0.09166666666666666
50,9,nll_max_lca,quartet_distance,0.02520712145249427
50,9,nll_max_lca,triplet_distance,0.10387550049104782
50,9,nll_max_lca,transfer_distance,
50,10,dlca_nj,rf_distance,0.10833333333333334
50,10,dlca_nj,quartet_distance,0.03883558711691974
50,10,dlca_nj,triplet_distance,0.12245977185162801
50,10,dlca_nj,transfer_distance,
50,10,srnj_min_D,rf_distance,0.15833333333333333
50,10,srnj_min_D,quartet_distance,0.04557427413059354
50,10,srnj_min_D,triplet_distance,0.1306942660723729
50,10,srnj_min_D,transfer_distance,
50,10,srnj_max_lca,rf_distance,0.19166666666666668
50,10,srnj_max_lca,quartet_distance,0.04858771289231363
50,10,srnj_max_lca,triplet_distance,0.13003953564503537
50,10,srnj_max_lca,transfer_distance,
50,10,gt_min,rf_distance,0.10833333333333334
50,10,gt_min,quartet_distance,0.04564981994913248
50,10,gt_min,triplet_distance,0.13175190753191812
50,10,gt_min,transfer_distance,
50,10,gt_max_lca,rf_distance,0.10833333333333334
50,10,gt_max_lca,quartet_distance,0.03945506282893908
50,10,gt_max_lca,triplet_distance,0.12245977185162801
50,10,gt_max_lca,transfer_distance,
50,10,hamming,rf_distance,0.19166666666666668
50,10,hamming,quartet_distance,0.05709752965173378
50,10,hamming,triplet_distance,0.14864898894512854
50,10,hamming,transfer_distance,
50,10,hamming_max_lca,rf_distance,0.10833333333333334
50,10,hamming_max_lca,quartet_distance,0.05122510135730654
50,10,hamming_max_lca,triplet_distance,0.1410440432122082
50,10,hamming_max_lca,transfer_distance,
50,10,nll,rf_distance,0.10833333333333334
50,10,nll,quartet_distance,0.06423409130971268
50,10,nll,triplet_distance,0.1689204502530785
50,10,nll,transfer_distance,
50,10,nll_max_lca,rf_distance,0.09166666666666666
50,10,nll_max_lca,quartet_distance,0.02520712145249427
50,10,nll_max_lca,triplet_distance,0.10387550049104782
50,10,nll_max_lca,transfer_distance,
50,11,dlca_nj,rf_distance,0.10833333333333334
50,11,dlca_nj,quartet_distance,0.03883558711691974
50,11,dlca_nj,triplet_distance,0.12245977185162801
50,11,dlca_nj,transfer_distance,
50,11,srnj_min_D,rf_distance,0.10833333333333334
50,11,srnj_min_D,quartet_distance,0.03945506282893908
50,11,srnj_min_D,triplet_distance,0.12245977185162801
50,11,srnj_min_D,transfer_distance,
50,11,srnj_max_lca,rf_distance,0.10833333333333334
50,11,srnj_max_lca,quartet_distance,0.03945506282893908
50,11,srnj_max_lca,triplet_distance,0.12245977185162801
50,11,srnj_max_lca,transfer_distance,
50,11,gt_min,rf_distance,0.09166666666666666
50,11,gt_min,quartet_distance,0.02520712145249427
50,11,gt_min,triplet_distance,0.10387550049104782
50,11,gt_min,transfer_distance,
50,11,gt_max_lca,rf_distance,0.10833333333333334
50,11,gt_max_lca,quartet_distance,0.04564981994913248
50,11,gt_max_lca,triplet_distance,0.13175190753191812
50,11,gt_max_lca,transfer_distance,
50,11,hamming,rf_distance,0.10833333333333334
50,11,hamming,quartet_distance,0.03264082999672635
50,11,hamming,triplet_distance,0.11316763617133792
50,11,hamming,transfer_distance,
