seed,n_cells,n_bins,n_clones,lamda,n_chrom,dist_method,tree_method,quartet_distance,rf_distance,transfer_distance,triplet_distance,rootsplit_distance
9,20,1000,6,2,10,sconce2,snj,0.0404,0.2222,0.2222,0.0128,0.0000
9,20,1000,6,2,10,med2,snj,0.0030,0.0556,0.0556,0.0008,0.0000
9,20,1000,6,2,10,sconce2,rnj,0.0030,0.0556,0.0556,0.0008,0.0000
9,20,1000,6,2,10,med2,rnj,0.0180,0.1111,0.1111,0.0053,0.0000
9,20,1000,6,2,10,sconce2,anj,0.0030,0.0556,0.0556,0.0008,0.0000
9,20,1000,6,2,10,med2,anj,0.0030,0.0556,0.0556,0.0008,0.0000
9,20,1000,6,2,10,sconce2,fastme,0.0030,0.0556,0.0556,0.0008,0.0000
9,20,1000,6,2,10,med2,fastme,0.0030,0.0556,0.0556,0.0008,0.0000
9,20,1000,6,2,10,sconce2,srnj1,0.0180,0.1111,0.1111,0.0053,0.0000
9,20,1000,6,2,10,med2,srnj1,0.0180,0.1111,0.1111,0.0053,0.0000
9,20,1000,6,2,10,sconce2,srnj,0.0180,0.1111,0.1111,0.0053,0.0000
9,20,1000,6,2,10,med2,srnj,0.0180,0.1111,0.1111,0.0053,0.0000
9,20,1000,6,2,10,sconce2,srnjmaxlca,0.0180,0.1111,0.1111,0.0053,0.0000
9,20,1000,6,2,10,med2,srnjmaxlca,0.0147,0.1111,0.1111,0.0113,0.0000
9,50,1000,6,2,10,sconce2,nj,0.0416,0.1250,0.1667,0.0165,0.0000
9,50,1000,6,2,10,med2,nj,0.0436,0.1458,0.1875,0.0171,0.0000
9,50,1000,6,2,10,sconce2,snj,0.2988,0.5000,1.3333,0.3231,0.2632
9,50,1000,6,2,10,med2,snj,0.0137,0.1458,0.1458,0.0046,0.0000
9,50,1000,6,2,10,sconce2,rnj,0.0137,0.1458,0.1458,0.0046,0.0000
9,50,1000,6,2,10,med2,rnj,0.0436,0.1458,0.1875,0.0171,0.0000
9,50,1000,6,2,10,sconce2,anj,0.0135,0.1250,0.1250,0.0046,0.0000
9,50,1000,6,2,10,med2,anj,0.0434,0.1250,0.1667,0.0170,0.0000
9,50,1000,6,2,10,sconce2,fastme,0.0452,0.1667,0.2083,0.0175,0.0000
9,50,1000,6,2,10,med2,fastme,0.0447,0.2083,0.2500,0.0174,0.0000
9,50,1000,6,2,10,sconce2,srnj1,0.2046,0.6042,1.1875,0.0855,0.0000
9,50,1000,6,2,10,med2,srnj1,0.0754,0.2917,0.3333,0.0312,0.0000
9,50,1000,6,2,10,sconce2,srnj,0.0409,0.2500,0.3750,0.0145,0.0000
9,50,1000,6,2,10,med2,srnj,0.0436,0.1458,0.1875,0.0171,0.0000
9,50,1000,6,2,10,sconce2,srnjmaxlca,0.0137,0.1458,0.1458,0.0046,0.0000
9,50,1000,6,2,10,med2,srnjmaxlca,0.0798,0.1667,0.2500,0.0384,0.0000
10,20,1000,6,2,10,sconce2,nj,0.0525,0.2222,0.2778,0.0165,0.0000
10,20,1000,6,2,10,med2,nj,0.0648,0.2778,0.2778,0.0203,0.0000
10,20,1000,6,2,10,sconce2,snj,0.0610,0.2778,0.2778,0.0195,0.0000
10,20,1000,6,2,10,med2,snj,0.0849,0.3889,0.4444,0.0263,0.0000
10,20,1000,6,2,10,sconce2,rnj,0.0364,0.1667,0.1667,0.0120,0.0000
10,20,1000,6,2,10,med2,rnj,0.0749,0.3333,0.3889,0.0233,0.0000
10,20,1000,6,2,10,sconce2,anj,0.0247,0.1111,0.1111,0.0083,0.0000
10,20,1000,6,2,10,med2,anj,0.0531,0.2778,0.3333,0.0158,0.0000
10,20,1000,6,2,10,sconce2,fastme,0.0525,0.2222,0.2778,0.0165,0.0000
10,20,1000,6,2,10,med2,fastme,0.0648,0.2778,0.2778,0.0203,0.0000
10,20,1000,6,2,10,sconce2,srnj1,0.1390,0.6111,0.6111,0.1256,0.1429
10,20,1000,6,2,10,med2,srnj1,0.0992,0.3889,0.4444,0.0383,0.0000
10,20,1000,6,2,10,sconce2,srnj,0.0364,0.1667,0.1667,0.0120,0.0000
10,20,1000,6,2,10,med2,srnj,0.0779,0.3889,0.4444,0.0241,0.0000
10,20,1000,6,2,10,sconce2,srnjmaxlca,0.0364,0.1667,0.1667,0.0120,0.0000
10,20,1000,6,2,10,med2,srnjmaxlca,0.0602,0.2778,0.3889,0.0180,0.0000
10,50,1000,6,2,10,sconce2,nj,0.0095,0.1042,0.1250,0.0029,0.0000
10,50,1000,6,2,10,med2,nj,0.0046,0.1458,0.1458,0.0013,0.0000
10,50,1000,6,2,10,sconce2,snj,0.0181,0.1667,0.2292,0.0055,0.0000
10,50,1000,6,2,10,med2,snj,0.0148,0.2917,0.3125,0.0043,0.0000
10,50,1000,6,2,10,sconce2,rnj,0.0040,0.1042,0.1042,0.0012,0.0000
10,50,1000,6,2,10,med2,rnj,0.0110,0.1667,0.1875,0.0033,0.0000
10,50,1000,6,2,10,sconce2,anj,0.0133,0.1250,0.1458,0.0040,0.0000
10,50,1000,6,2,10,med2,anj,0.0110,0.1667,0.1875,0.0033,0.0000
10,50,1000,6,2,10,sconce2,fastme,0.0030,0.0833,0.0833,0.0009,0.0000
10,50,1000,6,2,10,med2,fastme,0.0048,0.1667,0.1667,0.0013,0.0000
10,50,1000,6,2,10,sconce2,srnj1,0.0750,0.2917,0.4167,0.0507,0.0000
10,50,1000,6,2,10,med2,srnj1,0.2036,0.6042,1.2917,0.1375,0.0000
10,50,1000,6,2,10,sconce2,srnj,0.0200,0.1875,0.2500,0.0059,0.0000
10,50,1000,6,2,10,med2,srnj,0.0437,0.3750,0.4792,0.0143,0.0000
10,50,1000,6,2,10,sconce2,srnjmaxlca,0.0040,0.1042,0.1042,0.0012,0.0000
10,50,1000,6,2,10,med2,srnjmaxlca,0.0117,0.2500,0.2500,0.0034,0.0000
11,20,1000,6,2,10,sconce2,nj,0.0187,0.0556,0.0556,0.0060,0.0000
11,20,1000,6,2,10,med2,nj,0.0187,0.0556,0.0556,0.0060,0.0000
11,20,1000,6,2,10,sconce2,snj,0.0217,0.1111,0.1111,0.0068,0.0000
11,20,1000,6,2,10,med2,snj,0.0301,0.1667,0.1667,0.0090,0.0000
11,20,1000,6,2,10,sconce2,rnj,0.0187,0.0556,0.0556,0.0060,0.0000
11,20,1000,6,2,10,med2,rnj,0.0244,0.1111,0.1111,0.0075,0.0000
11,20,1000,6,2,10,sconce2,anj,0.0244,0.1111,0.1111,0.0075,0.0000
11,20,1000,6,2,10,med2,anj,0.0244,0.1111,0.1111,0.0075,0.0000
11,20,1000,6,2,10,sconce2,fastme,0.0187,0.0556,0.0556,0.0060,0.0000
11,20,1000,6,2,10,med2,fastme,0.0217,0.1111,0.1111,0.0068,0.0000
11,20,1000,6,2,10,sconce2,srnj1,0.0882,0.3889,0.4444,0.0278,0.0000
11,20,1000,6,2,10,med2,srnj1,0.0555,0.2778,0.2778,0.0173,0.0000
11,20,1000,6,2,10,sconce2,srnj,0.0317,0.1111,0.1111,0.0105,0.0000
11,20,1000,6,2,10,med2,srnj,0.0244,0.1111,0.1111,0.0075,0.0000
11,20,1000,6,2,10,sconce2,srnjmaxlca,0.0317,0.1111,0.1111,0.0105,0.0000
11,20,1000,6,2,10,med2,srnjmaxlca,0.0374,0.1667,0.1667,0.0120,0.0000
11,50,1000,6,2,10,sconce2,nj,0.0284,0.1458,0.1667,0.0694,0.0000
11,50,1000,6,2,10,med2,nj,0.0253,0.1250,0.1667,0.0639,0.0000
11,50,1000,6,2,10,sconce2,snj,0.0337,0.1875,0.2708,0.0664,0.0000
11,50,1000,6,2,10,med2,snj,0.0230,0.1667,0.1667,0.0677,0.0000
11,50,1000,6,2,10,sconce2,rnj,0.0172,0.1250,0.1250,0.0656,0.0000
11,50,1000,6,2,10,med2,rnj,0.0253,0.1250,0.1667,0.0639,0.0000
11,50,1000,6,2,10,sconce2,anj,0.0249,0.1042,0.1250,0.0684,0.0000
11,50,1000,6,2,10,med2,anj,0.0255,0.1458,0.1875,0.0640,0.0000
11,50,1000,6,2,10,sconce2,fastme,0.0251,0.1042,0.1250,0.0685,0.0000
11,50,1000,6,2,10,med2,fastme,0.0249,0.0833,0.1250,0.0638,0.0000
11,50,1000,6,2,10,sconce2,srnj1,0.1999,0.4167,0.8958,0.2133,0.0000
11,50,1000,6,2,10,med2,srnj1,0.0768,0.3958,0.5625,0.1043,0.0000
11,50,1000,6,2,10,sconce2,srnj,0.0797,0.2292,0.4375,0.1214,0.0000
11,50,1000,6,2,10,med2,srnj,0.0349,0.2083,0.2917,0.0715,0.0000
11,50,1000,6,2,10,sconce2,srnjmaxlca,0.3009,0.5625,1.2500,0.3513,0.0000
11,50,1000,6,2,10,med2,srnjmaxlca,0.0354,0.2292,0.2917,0.0734,0.0000
12,20,1000,6,2,10,sconce2,nj,0.0057,0.0556,0.0556,0.0015,0.0000
12,20,1000,6,2,10,med2,nj,0.0057,0.0556,0.0556,0.0015,0.0000
12,20,1000,6,2,10,sconce2,snj,0.0057,0.0556,0.0556,0.0015,0.0000
12,20,1000,6,2,10,med2,snj,0.0057,0.0556,0.0556,0.0015,0.0000
12,20,1000,6,2,10,sconce2,rnj,0.0057,0.0556,0.0556,0.0015,0.0000
12,20,1000,6,2,10,med2,rnj,0.0057,0.0556,0.0556,0.0015,0.0000
12,20,1000,6,2,10,sconce2,anj,0.0057,0.0556,0.0556,0.0015,0.0000
12,20,1000,6,2,10,med2,anj,0.0057,0.0556,0.0556,0.0015,0.0000
12,20,1000,6,2,10,sconce2,fastme,0.0057,0.0556,0.0556,0.0015,0.0000
12,20,1000,6,2,10,med2,fastme,0.0057,0.0556,0.0556,0.0015,0.0000
12,20,1000,6,2,10,sconce2,srnj1,0.0057,0.0556,0.0556,0.0015,0.0000
12,20,1000,6,2,10,med2,srnj1,0.0057,0.0556,0.0556,0.0015,0.0000
12,20,1000,6,2,10,sconce2,srnj,0.0057,0.0556,0.0556,0.0015,0.0000
12,20,1000,6,2,10,med2,srnj,0.0057,0.0556,0.0556,0.0015,0.0000
12,20,1000,6,2,10,sconce2,srnjmaxlca,0.0608,0.1667,0.1667,0.0534,0.0000
12,20,1000,6,2,10,med2,srnjmaxlca,0.0057,0.0556,0.0556,0.0015,0.0000
12,50,1000,6,2,10,sconce2,nj,0.0166,0.2083,0.2083,0.0052,0.0000
12,50,1000,6,2,10,med2,nj,0.0215,0.2917,0.3542,0.0064,0.0000
12,50,1000,6,2,10,sconce2,snj,0.0602,0.3750,0.5417,0.0244,0.0000
12,50,1000,6,2,10,med2,snj,0.0500,0.3125,0.3542,0.0212,0.0000
12,50,1000,6,2,10,sconce2,rnj,0.0387,0.1667,0.3542,0.0133,0.0000
12,50,1000,6,2,10,med2,rnj,0.0610,0.3750,0.5417,0.0214,0.0000
12,50,1000,6,2,10,sconce2,anj,0.0517,0.3125,0.5000,0.0171,0.0000
12,50,1000,6,2,10,med2,anj,0.0586,0.3125,0.4583,0.0208,0.0000
12,50,1000,6,2,10,sconce2,fastme,0.0122,0.1667,0.1875,0.0039,0.0000
12,50,1000,6,2,10,med2,fastme,0.0079,0.1875,0.2083,0.0022,0.0000
12,50,1000,6,2,10,sconce2,srnj1,0.1218,0.6042,0.8125,0.0481,0.0000
12,50,1000,6,2,10,med2,srnj1,0.1774,0.7500,1.1875,0.0707,0.0000
12,50,1000,6,2,10,sconce2,srnj,0.1842,0.4167,0.9167,0.0773,0.0000
12,50,1000,6,2,10,med2,srnj,0.1287,0.4792,0.9167,0.0548,0.0000
12,50,1000,6,2,10,sconce2,srnjmaxlca,0.0788,0.2917,0.6042,0.0291,0.0000
12,50,1000,6,2,10,med2,srnjmaxlca,0.0485,0.3125,0.3542,0.0208,0.0000
13,20,1000,6,2,10,sconce2,nj,0.0979,0.1667,0.2778,0.0579,0.0000
13,20,1000,6,2,10,med2,nj,0.0662,0.1111,0.1667,0.0414,0.0000
13,20,1000,6,2,10,sconce2,snj,0.0769,0.1667,0.2222,0.0444,0.0000
13,20,1000,6,2,10,med2,snj,0.0852,0.2222,0.2778,0.0466,0.0000
13,20,1000,6,2,10,sconce2,rnj,0.1126,0.2222,0.3333,0.0662,0.0000
13,20,1000,6,2,10,med2,rnj,0.0030,0.0556,0.0556,0.0008,0.0000
13,20,1000,6,2,10,sconce2,anj,0.0799,0.2222,0.2778,0.0451,0.0000
13,20,1000,6,2,10,med2,anj,0.0107,0.0556,0.0556,0.0030,0.0000
13,20,1000,6,2,10,sconce2,fastme,0.0979,0.1667,0.2778,0.0579,0.0000
13,20,1000,6,2,10,med2,fastme,0.0692,0.1667,0.2222,0.0421,0.0000
13,20,1000,6,2,10,sconce2,srnj1,0.1201,0.2778,0.4444,0.0669,0.0000
13,20,1000,6,2,10,med2,srnj1,0.3442,0.5000,0.9444,0.1639,0.0000
13,20,1000,6,2,10,sconce2,srnj,0.1076,0.2778,0.2778,0.1797,0.0000
13,20,1000,6,2,10,med2,srnj,0.0558,0.1667,0.1667,0.0308,0.0000
13,20,1000,6,2,10,sconce2,srnjmaxlca,0.1292,0.2778,0.5000,0.0737,0.0000
13,20,1000,6,2,10,med2,srnjmaxlca,0.0904,0.1667,0.2778,0.0511,0.0000
13,50,1000,6,2,10,sconce2,nj,0.0832,0.1250,0.2917,0.0365,0.0000
13,50,1000,6,2,10,med2,nj,0.0729,0.1458,0.2708,0.0312,0.0000
13,50,1000,6,2,10,sconce2,snj,0.1157,0.2083,0.4167,0.0499,0.0000
13,50,1000,6,2,10,med2,snj,0.1275,0.3125,0.5625,0.0534,0.0000
13,50,1000,6,2,10,sconce2,rnj,0.1065,0.1250,0.2917,0.0479,0.0000
13,50,1000,6,2,10,med2,rnj,0.1037,0.2083,0.3750,0.0486,0.0000
13,50,1000,6,2,10,sconce2,anj,0.1291,0.1667,0.3542,0.0567,0.0000
13,50,1000,6,2,10,med2,anj,0.1033,0.2083,0.3750,0.0485,0.0000
13,50,1000,6,2,10,sconce2,fastme,0.1044,0.1458,0.3333,0.0450,0.0000
13,50,1000,6,2,10,med2,fastme,0.0731,0.1667,0.2917,0.0313,0.0000
13,50,1000,6,2,10,sconce2,srnj1,0.2076,0.5417,0.9375,0.0865,0.0000
13,50,1000,6,2,10,med2,srnj1,0.2121,0.6875,1.3125,0.0817,0.0000
13,50,1000,6,2,10,sconce2,srnj,0.0886,0.2500,0.4167,0.0385,0.0000
13,50,1000,6,2,10,med2,srnj,0.0887,0.3125,0.5208,0.0359,0.0000
13,50,1000,6,2,10,sconce2,srnjmaxlca,0.1004,0.2708,0.5417,0.0418,0.0000
13,50,1000,6,2,10,med2,srnjmaxlca,0.3520,0.6250,1.9583,0.3721,0.5000
14,20,1000,6,2,10,sconce2,nj,0.0137,0.1111,0.1111,0.0038,0.0000
14,20,1000,6,2,10,med2,nj,0.0137,0.1111,0.1111,0.0038,0.0000
14,20,1000,6,2,10,sconce2,snj,0.1190,0.2222,0.3333,0.0534,0.0000
14,20,1000,6,2,10,med2,snj,0.0137,0.1111,0.1111,0.0038,0.0000
14,20,1000,6,2,10,sconce2,rnj,0.0137,0.1111,0.1111,0.0038,0.0000
14,20,1000,6,2,10,med2,rnj,0.0137,0.1111,0.1111,0.0038,0.0000
14,20,1000,6,2,10,sconce2,anj,0.0538,0.2222,0.2222,0.0218,0.0000
14,20,1000,6,2,10,med2,anj,0.0137,0.1111,0.1111,0.0038,0.0000
14,20,1000,6,2,10,sconce2,fastme,0.0137,0.1111,0.1111,0.0038,0.0000
14,20,1000,6,2,10,med2,fastme,0.0137,0.1111,0.1111,0.0038,0.0000
14,20,1000,6,2,10,sconce2,srnj1,0.0137,0.1111,0.1111,0.0038,0.0000
14,20,1000,6,2,10,med2,srnj1,0.0237,0.1667,0.1667,0.0068,0.0000
14,20,1000,6,2,10,sconce2,srnj,0.2697,0.5556,0.7778,0.3797,0.1429
14,20,1000,6,2,10,med2,srnj,0.0287,0.1667,0.1667,0.0083,0.0000
14,20,1000,6,2,10,sconce2,srnjmaxlca,0.1520,0.4444,0.5556,0.1895,0.1429
14,20,1000,6,2,10,med2,srnjmaxlca,0.0137,0.1111,0.1111,0.0038,0.0000
14,50,1000,6,2,10,sconce2,nj,0.0526,0.1667,0.2083,0.0442,0.0000
14,50,1000,6,2,10,med2,nj,0.0570,0.1250,0.1667,0.0527,0.0000
14,50,1000,6,2,10,sconce2,snj,0.0943,0.3125,0.3958,0.0589,0.0000
14,50,1000,6,2,10,med2,snj,0.1494,0.3333,0.5833,0.1830,0.0000
14,50,1000,6,2,10,sconce2,rnj,0.1426,0.2292,0.3750,0.1861,0.0000
14,50,1000,6,2,10,med2,rnj,0.1060,0.2917,0.3542,0.0955,0.0000
14,50,1000,6,2,10,sconce2,anj,0.1630,0.3958,0.6042,0.1636,0.0000
14,50,1000,6,2,10,med2,anj,0.1060,0.2917,0.3542,0.0955,0.0000
14,50,1000,6,2,10,sconce2,fastme,0.0515,0.1667,0.1875,0.0439,0.0000
14,50,1000,6,2,10,med2,fastme,0.1014,0.2500,0.3125,0.0940,0.0000
14,50,1000,6,2,10,sconce2,srnj1,0.1649,0.5625,0.7917,0.1443,0.0000
14,50,1000,6,2,10,med2,srnj1,0.1785,0.4375,0.6250,0.1275,0.0000
14,50,1000,6,2,10,sconce2,srnj,0.1128,0.3958,0.5625,0.0944,0.0000
14,50,1000,6,2,10,med2,srnj,0.1608,0.3958,0.5625,0.1248,0.0000
14,50,1000,6,2,10,sconce2,srnjmaxlca,0.1779,0.4583,0.7708,0.1812,0.0000
14,50,1000,6,2,10,med2,srnjmaxlca,0.0974,0.2500,0.3125,0.0717,0.0000
15,20,1000,6,2,10,sconce2,nj,0.0114,0.1111,0.1111,0.0030,0.0000
15,20,1000,6,2,10,med2,nj,0.0194,0.1667,0.1667,0.0053,0.0000
15,20,1000,6,2,10,sconce2,snj,0.0137,0.1111,0.1111,0.0038,0.0000
15,20,1000,6,2,10,med2,snj,0.0394,0.1667,0.2222,0.0120,0.0000
15,20,1000,6,2,10,sconce2,rnj,0.0431,0.2222,0.2222,0.0128,0.0000
15,20,1000,6,2,10,med2,rnj,0.0194,0.1667,0.1667,0.0053,0.0000
15,20,1000,6,2,10,sconce2,anj,0.0374,0.1667,0.1667,0.0113,0.0000
15,20,1000,6,2,10,med2,anj,0.0137,0.1111,0.1111,0.0038,0.0000
15,20,1000,6,2,10,sconce2,fastme,0.0114,0.1111,0.1111,0.0030,0.0000
15,20,1000,6,2,10,med2,fastme,0.0194,0.1667,0.1667,0.0053,0.0000
15,20,1000,6,2,10,sconce2,srnj1,0.0114,0.1111,0.1111,0.0030,0.0000
15,20,1000,6,2,10,med2,srnj1,0.2493,0.6111,1.0556,0.1038,0.0000
15,20,1000,6,2,10,sconce2,srnj,0.0114,0.1111,0.1111,0.0030,0.0000
15,20,1000,6,2,10,med2,srnj,0.0304,0.2222,0.2778,0.0083,0.0000
15,20,1000,6,2,10,sconce2,srnjmaxlca,0.0114,0.1111,0.1111,0.0030,0.0000
15,20,1000,6,2,10,med2,srnjmaxlca,0.0247,0.1667,0.1667,0.0068,0.0000
15,50,1000,6,2,10,sconce2,nj,0.0275,0.0417,0.1042,0.0206,0.0000
15,50,1000,6,2,10,med2,nj,0.0280,0.1042,0.1250,0.0188,0.0000
15,50,1000,6,2,10,sconce2,snj,0.0297,0.1667,0.1875,0.0192,0.0000
15,50,1000,6,2,10,med2,snj,0.0916,0.3125,0.5000,0.0454,0.0000
15,50,1000,6,2,10,sconce2,rnj,0.0508,0.1250,0.2083,0.0291,0.0000
15,50,1000,6,2,10,med2,rnj,0.0535,0.1458,0.2708,0.0299,0.0000
15,50,1000,6,2,10,sconce2,anj,0.0374,0.1042,0.1667,0.0245,0.0000
15,50,1000,6,2,10,med2,anj,0.0535,0.1458,0.2708,0.0299,0.0000
15,50,1000,6,2,10,sconce2,fastme,0.0465,0.0625,0.1250,0.0327,0.0000
15,50,1000,6,2,10,med2,fastme,0.0280,0.1042,0.1250,0.0188,0.0000
15,50,1000,6,2,10,sconce2,srnj1,0.0867,0.2917,0.3958,0.0451,0.0000
15,50,1000,6,2,10,med2,srnj1,0.0826,0.5833,0.6875,0.0586,0.0000
15,50,1000,6,2,10,sconce2,srnj,0.0541,0.2500,0.3750,0.0297,0.0000
15,50,1000,6,2,10,med2,srnj,0.0629,0.3750,0.4167,0.0321,0.0000
15,50,1000,6,2,10,sconce2,srnjmaxlca,0.0428,0.1875,0.2708,0.0233,0.0000
15,50,1000,6,2,10,med2,srnjmaxlca,0.0596,0.2917,0.4375,0.0316,0.0000
16,20,1000,6,2,10,sconce2,nj,0.0137,0.1111,0.1111,0.0038,0.0000
16,20,1000,6,2,10,med2,nj,0.0886,0.1667,0.1667,0.1722,0.0000
16,20,1000,6,2,10,sconce2,snj,0.1514,0.3333,0.2778,0.3850,0.0000
16,20,1000,6,2,10,med2,snj,0.1377,0.3333,0.2778,0.3346,0.0000
16,20,1000,6,2,10,sconce2,rnj,0.0668,0.0556,0.1111,0.0301,0.0000
16,20,1000,6,2,10,med2,rnj,0.0886,0.1667,0.1667,0.1722,0.0000
16,20,1000,6,2,10,sconce2,anj,0.0254,0.1111,0.0556,0.1414,0.0000
16,20,1000,6,2,10,med2,anj,0.0886,0.1667,0.1667,0.1722,0.0000
16,20,1000,6,2,10,sconce2,fastme,0.0137,0.1111,0.1111,0.0038,0.0000
16,20,1000,6,2,10,med2,fastme,0.0855,0.1111,0.1111,0.1714,0.0000
16,20,1000,6,2,10,sconce2,srnj1,0.0785,0.1667,0.1667,0.0820,0.0000
16,20,1000,6,2,10,med2,srnj1,0.1303,0.2778,0.2778,0.1917,0.0000
16,20,1000,6,2,10,sconce2,srnj,0.2956,0.5000,0.8333,0.2805,0.0000
16,20,1000,6,2,10,med2,srnj,0.1273,0.3333,0.2778,0.2707,0.0000
16,20,1000,6,2,10,sconce2,srnjmaxlca,0.2914,0.5556,0.8333,0.2872,0.0000
16,20,1000,6,2,10,med2,srnjmaxlca,0.1825,0.3333,0.3889,0.2880,0.0000
16,50,1000,6,2,10,sconce2,nj,0.0159,0.2083,0.3125,0.0045,0.0000
16,50,1000,6,2,10,med2,nj,0.0319,0.1875,0.3542,0.0098,0.0000
16,50,1000,6,2,10,sconce2,snj,0.0342,0.3125,0.4583,0.0104,0.0000
16,50,1000,6,2,10,med2,snj,0.0477,0.2500,0.4375,0.0151,0.0000
16,50,1000,6,2,10,sconce2,rnj,0.0165,0.2292,0.3542,0.0046,0.0000
16,50,1000,6,2,10,med2,rnj,0.0315,0.1875,0.3125,0.0097,0.0000
16,50,1000,6,2,10,sconce2,anj,0.0139,0.1667,0.2500,0.0039,0.0000
16,50,1000,6,2,10,med2,anj,0.0324,0.2083,0.3750,0.0100,0.0000
16,50,1000,6,2,10,sconce2,fastme,0.0205,0.2083,0.3333,0.0058,0.0000
16,50,1000,6,2,10,med2,fastme,0.0317,0.1875,0.3333,0.0098,0.0000
16,50,1000,6,2,10,sconce2,srnj1,0.1244,0.5625,0.8750,0.0547,0.0000
16,50,1000,6,2,10,med2,srnj1,0.0855,0.4167,0.6667,0.0355,0.0000
16,50,1000,6,2,10,sconce2,srnj,0.0427,0.3958,0.6667,0.0128,0.0000
16,50,1000,6,2,10,med2,srnj,0.0415,0.2917,0.4583,0.0130,0.0000
16,50,1000,6,2,10,sconce2,srnjmaxlca,0.1053,0.4375,0.7708,0.1270,0.2143
16,50,1000,6,2,10,med2,srnjmaxlca,0.1145,0.4583,0.8542,0.1301,0.2143
17,20,1000,6,2,10,sconce2,nj,0.0217,0.0556,0.0556,0.0075,0.0000
17,20,1000,6,2,10,med2,nj,0.0267,0.1111,0.1111,0.0083,0.0000
17,20,1000,6,2,10,sconce2,snj,0.0297,0.1111,0.1111,0.0098,0.0000
17,20,1000,6,2,10,med2,snj,0.0541,0.2222,0.2222,0.0173,0.0000
17,20,1000,6,2,10,sconce2,rnj,0.0297,0.1667,0.1667,0.0090,0.0000
17,20,1000,6,2,10,med2,rnj,0.0324,0.1667,0.1667,0.0098,0.0000
17,20,1000,6,2,10,sconce2,anj,0.0110,0.1111,0.1111,0.0030,0.0000
17,20,1000,6,2,10,med2,anj,0.0324,0.1667,0.1667,0.0098,0.0000
17,20,1000,6,2,10,sconce2,fastme,0.0217,0.0556,0.0556,0.0075,0.0000
17,20,1000,6,2,10,med2,fastme,0.0267,0.1111,0.1111,0.0083,0.0000
17,20,1000,6,2,10,sconce2,srnj1,0.0354,0.2222,0.2222,0.0105,0.0000
17,20,1000,6,2,10,med2,srnj1,0.0404,0.2222,0.2222,0.0120,0.0000
17,20,1000,6,2,10,sconce2,srnj,0.0297,0.1667,0.1667,0.0090,0.0000
17,20,1000,6,2,10,med2,srnj,0.0528,0.2778,0.3333,0.0158,0.0000
17,20,1000,6,2,10,sconce2,srnjmaxlca,0.0297,0.1667,0.1667,0.0090,0.0000
17,20,1000,6,2,10,med2,srnjmaxlca,0.0244,0.1111,0.1111,0.0075,0.0000
17,50,1000,6,2,10,sconce2,nj,0.1506,0.3542,0.6250,0.0775,0.0000
17,50,1000,6,2,10,med2,nj,0.1784,0.2917,0.5417,0.1542,0.0000
17,50,1000,6,2,10,sconce2,snj,0.2459,0.5417,0.9792,0.1820,0.0000
17,50,1000,6,2,10,med2,snj,0.1965,0.4583,0.6667,0.3985,0.0000
17,50,1000,6,2,10,sconce2,rnj,0.2206,0.3542,0.7083,0.2134,0.0000
17,50,1000,6,2,10,med2,rnj,0.1792,0.3542,0.6042,0.1544,0.0000
17,50,1000,6,2,10,sconce2,anj,0.1776,0.4167,0.6667,0.1509,0.0000
17,50,1000,6,2,10,med2,anj,0.1792,0.3333,0.5833,0.1544,0.0000
17,50,1000,6,2,10,sconce2,fastme,0.1392,0.3333,0.5625,0.0739,0.0000
17,50,1000,6,2,10,med2,fastme,0.1674,0.2917,0.5000,0.1507,0.0000
17,50,1000,6,2,10,sconce2,srnj1,0.3544,0.6667,1.4375,0.3258,0.0000
17,50,1000,6,2,10,med2,srnj1,0.3087,0.5833,1.2708,0.2205,0.0000
17,50,1000,6,2,10,sconce2,srnj,0.3357,0.6042,1.3542,0.3211,0.0000
17,50,1000,6,2,10,med2,srnj,0.1854,0.3542,0.6250,0.1527,0.0000
17,50,1000,6,2,10,sconce2,srnjmaxlca,0.3640,0.6250,1.6042,0.3741,0.0000
17,50,1000,6,2,10,med2,srnjmaxlca,0.2927,0.6042,1.2292,0.2645,0.0000
18,20,1000,6,2,10,sconce2,nj,0.0000,0.0000,0.0000,0.0000,0.0000
18,20,1000,6,2,10,med2,nj,0.0000,0.0000,0.0000,0.0000,0.0000
18,20,1000,6,2,10,sconce2,snj,0.0150,0.0556,0.0556,0.0045,0.0000
18,20,1000,6,2,10,med2,snj,0.0140,0.0556,0.0556,0.0053,0.0000
18,20,1000,6,2,10,sconce2,rnj,0.0150,0.0556,0.0556,0.0045,0.0000
18,20,1000,6,2,10,med2,rnj,0.0000,0.0000,0.0000,0.0000,0.0000
18,20,1000,6,2,10,sconce2,anj,0.0291,0.1111,0.1111,0.0098,0.0000
18,20,1000,6,2,10,med2,anj,0.0000,0.0000,0.0000,0.0000,0.0000
18,20,1000,6,2,10,sconce2,fastme,0.0000,0.0000,0.0000,0.0000,0.0000
18,20,1000,6,2,10,med2,fastme,0.0000,0.0000,0.0000,0.0000,0.0000
18,20,1000,6,2,10,sconce2,srnj1,0.0207,0.1111,0.1111,0.0060,0.0000
18,20,1000,6,2,10,med2,srnj1,0.0000,0.0000,0.0000,0.0000,0.0000
18,20,1000,6,2,10,sconce2,srnj,0.0000,0.0000,0.0000,0.0000,0.0000
18,20,1000,6,2,10,med2,srnj,0.0297,0.1667,0.1667,0.0090,0.0000
