n_cells,seed,method,est_time,num_calls
100,16,anj,495.01658242,4950
100,17,fastme,497.09045529,4950
100,17,anj,495.01703925,4950
100,18,fastme,497.07856492,4950
100,18,anj,495.01680604,4950
100,19,fastme,497.03451908,4950
100,19,anj,495.01605254,4950
200,0,fastme,1992.17736858,19900
200,0,anj,1990.04990079,19900
200,1,fastme,1992.21161079,19900
200,1,anj,1990.05025750,19900
200,2,fastme,1992.12916167,19900
200,2,anj,1990.04997575,19900
200,3,fastme,1992.25045775,19900
200,3,anj,1990.05125675,19900
200,4,fastme,1992.21476288,19900
200,4,anj,1990.04961171,19900
200,5,fastme,1993.00002929,19900
200,5,anj,1990.05094983,19900
200,6,fastme,1992.15331325,19900
200,6,anj,1990.04967683,19900
200,7,fastme,1992.17619050,19900
200,7,anj,1990.04993950,19900
200,8,fastme,1992.36978479,19900
200,8,anj,1990.04941596,19900
200,9,fastme,1992.20020021,19900
200,9,anj,1990.04916188,19900
200,10,fastme,1992.14364454,19900
200,10,anj,1990.04961767,19900
200,11,fastme,1992.14719129,19900
200,11,anj,1990.04795038,19900
200,12,fastme,1992.14592646,19900
200,12,anj,1990.04786825,19900
200,13,fastme,1992.16320746,19900
200,13,anj,1990.04941267,19900
200,14,fastme,1992.16331742,19900
200,14,anj,1990.04977292,19900
200,15,fastme,1992.33006900,19900
200,15,anj,1990.05879400,19900
200,16,fastme,1992.20447504,19900
200,16,anj,1990.04918808,19900
200,17,fastme,1992.18500233,19900
200,17,anj,1990.04928417,19900
200,18,fastme,1992.10702192,19900
200,18,anj,1990.05001900,19900
200,19,fastme,1992.18249887,19900
200,19,anj,1990.04955896,19900
500,0,fastme,12478.97763063,124750
500,0,anj,12475.28169900,124750
500,1,fastme,12480.09770413,124750
500,1,anj,12475.26559008,124750
500,2,fastme,12479.53862533,124750
500,2,anj,12475.26869717,124750
500,3,fastme,12478.76494754,124750
500,3,anj,12475.26796317,124750
500,4,fastme,12478.26515958,124750
500,4,anj,12475.26652479,124750
500,5,fastme,12499.40624554,124750
500,5,anj,12475.28432387,124750
500,6,fastme,12479.16171087,124750
500,6,anj,12475.26036763,124750
500,7,fastme,12478.69871400,124750
500,7,anj,12475.26288454,124750
500,8,fastme,12479.71433987,124750
500,8,anj,12475.26978658,124750
500,9,fastme,12479.89895146,124750
500,9,anj,12475.28161175,124750
500,10,fastme,12478.91492804,124750
500,10,anj,12475.26838087,124750
500,11,fastme,12481.87320158,124750
500,11,anj,12475.28488533,124750
500,12,fastme,12479.92871567,124750
500,12,anj,12475.26194783,124750
500,13,fastme,12478.99450325,124750
500,13,anj,12475.27361017,124750
500,14,fastme,12479.62258758,124750
500,14,anj,12475.28178692,124750
500,15,fastme,12480.30728196,124750
500,15,anj,12475.27265167,124750
500,16,fastme,12478.61013879,124750
500,16,anj,12475.26959850,124750
500,17,fastme,12479.13836021,124750
500,17,anj,12475.26557275,124750
500,18,fastme,12478.57807858,124750
500,18,anj,12475.26512446,124750
500,19,fastme,12479.06586842,124750
500,19,anj,12475.27572262,124750

